rec_id,url,result
7,https://kluban.net,0
15,https://1ki174.com,0
39,https://wolf.org,0
43,https://lucien.bike,0
44,https://kharl.group,0
46,https://seriali7.eu,0
47,https://athenacdn40.xyz,0
49,https://getitfame.com,0
52,https://1u6q.cn,0
55,https://hulu.tv,0
61,https://awanderingpotato.com,0
63,https://surry.edu,0
71,https://nippyfile.com,0
72,https://specializedcareersearch.com,0
74,https://geniuswaveoriginal.com,0
75,https://uf2.ru,0
76,https://managewp.com,0
88,https://diamondslabcreated.com,0
92,https://chibanishi-hp.or.jp,0
93,https://my-day.shop,0
98,https://menu-vegetarien.com,0
100,https://bananamovies.org,0
114,https://wowzamedia.com,0
115,https://jurko.net,0
116,https://kaindl.com,0
118,https://biano.nl,0
130,https://agnai.chat,0
136,https://tenvis.com,0
138,https://slots13.bet,0
139,https://truehost.cloud,0
148,https://tinthethao.com.vn,0
161,https://corratec.com,0
164,https://laowangso.top,0
170,https://wbirds.biz,0
173,https://producthero.com,0
186,https://thekoalition.com,0
193,https://henrymakow.com,0
199,https://dengisrazy.online,0
201,https://yachting-pages.com,0
205,https://meiosepublicidade.pt,0
208,https://eldofun.xyz,0
219,https://zoomconvert.com,0
220,https://zntu.edu.ua,0
221,https://ornj.net,0
225,https://sheet2site.com,0
227,https://smitav.com,0
232,https://molcomp.hu,0
236,https://cutesycrafts.com,0
237,https://workingpreacher.org,0
248,https://sofarfarm.ro,0
252,https://ixxx.onl,0
255,https://mymun.com,0
261,https://behr.com,0
264,https://txtstamp.de,0
265,https://cokeconsolidated.com,0
266,https://icbroker.io,0
273,https://pharmacius.com,0
275,https://benmakusho.jp,0
280,https://qingse.one,0
281,https://remmers.ru,0
286,https://chirurgie-centrum.de,0
287,https://line-net.ru,0
288,https://supertote.mu,0
289,https://aspshop.ir,0
293,https://iriskeysolutions.com,0
298,https://meteo.org.pl,0
300,https://greenandhappiness.com,0
307,https://samboat.de,0
316,https://kawanbopel.site,0
320,https://sattabazar.net,0
335,https://tuttocitta.it,0
337,https://bawue.de,0
338,https://sei.go.gov.br,0
342,https://fnbrno.cz,0
346,https://t-a.no,0
349,https://getaway.house,0
356,https://dial.meet,0
357,https://skijumping.pl,0
358,https://killer-antiplagiat.ru,0
360,https://payable.com,0
362,https://dbs.cl,0
363,https://rfcode.com,0
364,https://economedia.bg,0
383,https://synthesis.com,0
385,https://sexvietsub3s.com,0
386,https://cambay.tv,0
396,https://supportloan.io,0
400,https://dnsc.edu.ph,0
408,https://melbet.ng,0
410,https://casamundo.pl,0
414,https://searchdepartment.online,0
417,https://vavada-5.com,0
418,https://imagearts.de,0
419,https://gezondnu.nl,0
421,https://parxcasino.com,0
423,https://overmovies.com,0
436,https://glennr.nl,0
