rec_id,url,result
599,https://otzvip.ru,0
601,https://sphero.com,0
602,https://chrstms.ru,0
603,https://dcgla.com,0
604,https://masmovilpanama.com,0
606,https://getuperica.com,0
607,https://adriahost.com,0
609,https://e-model.com.cn,0
610,https://primavercelli.it,0
612,https://singa189.live,0
613,https://gptools.net,0
614,https://freedomautofinancing.com,0
616,https://constructioncanada.net,0
617,https://ildesenvolvimento.com.br,0
618,https://1xbet-download-app.ru,0
619,https://pgdweb.com,0
620,https://membersplash.com,0
621,https://allcare.com.br,0
622,https://befmoderation.com,0
623,https://lajovisena.com,0
624,https://cubesugar.com,0
626,https://nameberry.com,0
628,https://tirol.gv.at,0
629,https://rinse.fm,0
630,https://cprime.com,0
632,https://ideco.ru,0
635,https://immobilo.de,0
637,https://sanallastirma.com,0
638,https://doosanpassport.com,0
639,https://rosebikes.ch,0
640,https://u9a9.com,0
641,https://elevor.cloud,0
645,https://hastalamuerte.net,0
648,https://sasolrewards.co.za,0
650,https://designkit.org,0
651,https://exjrqqz.cn,0
652,https://across.to,0
653,https://growveg.co.uk,0
655,https://tuit.uz,0
656,https://dnclocalnet.com,0
659,https://giftas.jp,0
660,https://xn--188-1klyf1evb.com,0
662,https://datacom.eu,0
663,https://ledicoladelsud.it,0
666,https://gyogytornaszom.hu,0
668,https://gezondheidsraad.nl,0
669,https://h-suki.com,0
670,https://rummy-east.com,0
671,https://myir.com,0
672,https://bolao.com.vc,0
674,https://ad6.fr,0
675,https://lego89.com,0
676,https://porsche.ua,0
679,https://leocasinos.com,0
680,https://proguscommerce.com,0
681,https://tdcsm.ru,0
683,https://privatefly.com,0
684,https://ctycms.com,0
686,https://minhlongmoto.com,0
689,https://banco.bradesco,0
691,https://growbaratochile.cl,0
692,https://archdaily.cn,0
694,https://lucidowners.com,0
697,https://vastgoedjournaal.nl,0
699,https://santacruzcountyaz.gov,0
701,https://adt.wiki,0
704,https://ingenieriaferroviaria.com.ar,0
706,https://highlysensitiverefuge.com,0
708,https://xexymix.com,0
711,https://digisat.com.br,0
712,https://ceibse.edu.uy,0
719,https://edrugstore.com,0
720,https://unisiaga.com,0
723,https://4tube.com,0
726,https://babafalva.hu,0
