true_label,predicted_label,y_score
0,0,0.0006559228703622601
1,1,0.6989382956661172
1,1,0.9882508783017937
0,0,0.007831310098800705
0,0,0.009196190410456122
0,0,0.008426684617218592
0,0,0.011817411523359335
0,0,0.40918375092150067
1,1,0.5306095778950115
0,0,0.06413918662926991
0,0,0.001070361620977632
0,0,0.002280936613172397
1,1,0.799861113317521
0,0,0.01328546478095161
1,1,0.9522785755799776
0,0,0.00328215654720453
0,0,0.0032862848107148217
0,0,0.08066984033259199
0,0,0.0054404922334157675
1,0,0.21158187921947855
0,0,0.002778836597315612
0,0,0.12453756761705866
0,0,0.2711965393011054
0,0,0.1272507016701035
0,0,0.05120023047237691
0,0,0.1087362113400065
0,0,0.02384324963486932
1,1,0.9604008543046976
0,0,0.004105231948075131
0,0,0.13402700833017453
1,1,0.8968815302164685
0,0,0.0006746924506080159
0,0,0.017597286415952113
0,0,0.020179218425914542
0,0,0.011537938942666958
0,0,0.14699915312657083
0,0,0.0019458294298100108
1,1,0.9853778098239218
0,0,0.04741807874590036
0,0,0.009196190410456122
0,0,0.42381282554104444
0,0,0.0053981370717712945
0,0,0.018889615586113684
0,0,0.029489122111389775
0,0,0.0023326112066040607
0,0,0.10959513504012323
0,0,0.0019712227204377345
0,0,0.02388829961446054
0,0,0.0016619936340266422
0,0,0.06280160530193153
0,0,0.002362838964109107
0,0,0.013704745248487995
0,0,0.23425352711873226
0,0,0.0952512443891096
0,0,0.04286513755406134
0,0,0.03357425537632039
0,0,0.01753243614293714
0,0,0.13731267667154687
1,1,0.9316243359866839
0,0,0.29181447820595446
1,1,0.7254975641301578
0,0,0.0008030141711840998
0,0,0.12174704495431649
0,0,0.0009175539915745532
0,0,0.020541158983802866
0,0,0.011129050216830161
1,0,0.47161691413466333
1,1,0.7673344476890231
1,1,0.7776337205953091
1,1,0.9951390814364252
0,0,0.005072365514944625
0,0,0.07545168922554772
0,0,0.1916378019101915
0,0,0.0003528644272346743
1,1,0.9760231282032333
0,0,0.0009650716470692741
0,0,0.4742744642446346
0,0,0.0007879696540784598
0,0,0.01058076967185417
0,0,0.001993667784101574
0,0,0.04114496358187108
1,1,0.6252286262080714
0,0,0.00021337866502084136
1,1,0.9514185798358321
0,0,0.07323637057905845
1,1,0.9955823305868451
1,1,0.9935261249636675
0,1,0.6423835758565807
1,1,0.6982264304679651
0,1,0.7585102684117194
0,0,0.0030876318687230644
0,0,0.007428166252988947
1,1,0.9800455951030851
0,0,0.02920947176824239
1,0,0.4852324756305468
0,0,0.004975424474615754
0,0,0.0015663549681208476
0,1,0.5597642183817727
0,0,0.011757773339397344
0,0,0.020357478701873197
0,0,0.0021736298082968993
0,0,0.006197234197911976
0,0,0.001877659268069487
0,0,0.07018828353971708
0,0,0.0036767799492516046
0,0,0.010669312312481773
0,0,0.0004256371048710378
1,1,0.8454272666686506
1,1,0.7278389771736142
0,0,0.005790967347991028
0,0,0.017373515760087097
1,1,0.9853252890922156
0,0,0.002198977634434301
