true_label,pred_label,predict_proba
0,0,0.001610862864572377
0,0,0.07017679493978869
0,0,0.00021284645334668594
0,0,0.0002534692225278794
0,0,0.0001768407304931735
0,0,0.0001350936685659218
0,0,7.252880746381107e-05
0,0,0.0038547535009446385
1,1,0.9875867124831386
1,0,0.11217417869821018
0,0,0.0006862825826923214
0,0,0.0008868237821457041
0,0,9.112069724804363e-05
0,0,0.0005834771026395436
1,1,0.9995799258889034
1,1,0.9958301789730098
0,0,7.162301340072174e-05
0,0,0.00040196673124402293
0,0,0.18404658732616758
0,0,0.0002507676445333049
0,0,0.008407902761253678
0,0,0.00036182616286988266
0,0,9.353688684103945e-05
0,0,0.0001434205126197044
0,0,0.0007252544906108694
0,0,0.06426397507175514
0,0,0.0010112225678165865
1,1,0.9974686459381983
0,0,0.00023182935017623644
0,0,0.0004254856990216253
1,1,0.9882012849118981
0,0,0.00018383073701525013
0,0,7.312080705556716e-05
0,0,0.00574004721804499
0,0,0.11662050961619815
1,1,0.9877393851875599
0,0,0.007440880492354954
0,0,0.012536033962075747
0,0,0.0016183653264620784
0,0,0.006703194116014771
1,1,0.9962888637635806
0,0,0.001605144106968302
0,0,0.00019760995028261788
0,0,0.0003951532483887235
0,1,0.9275865507349594
0,0,0.00013371600133326155
0,0,0.014110601539031207
0,0,0.00012667922411168454
1,1,0.9298999172262179
0,0,0.0036133812262932204
0,0,0.0001547496355052129
1,1,0.9992093050052224
0,1,0.5699432372352038
0,0,0.0003321523427358134
0,0,0.0016176114217207563
0,0,0.2825885040608037
0,0,0.0012785699652230844
1,1,0.9936435530311992
0,0,0.008600993893421002
0,0,0.0007634714814659383
1,1,0.9993792267159906
1,1,0.9971769726341134
1,0,0.0006805149776975282
0,0,0.00024200149631224414
1,1,0.9973029121893489
0,0,0.0009551723422433397
1,1,0.971935211007091
1,1,0.9976115002676408
0,0,0.00014571784607516592
0,0,0.005583227612732375
0,0,0.008232021787945921
0,0,0.00014037005337001808
0,0,9.29644021276218e-05
0,0,0.000987004281239393
0,0,0.000607550209754004
1,1,0.9950239277271906
0,0,0.0017133749600527102
0,0,0.0029526937114351297
0,0,0.0007058706050940241
0,0,0.00039621969239534067
0,0,0.09352940375545825
1,1,0.9977342731530596
0,0,0.0002530002414803321
1,0,0.29927530334932373
0,0,0.004531373151218572
1,1,0.9997649111989041
1,1,0.9970675140452767
0,0,0.00031001934175106535
1,0,0.06653984841690262
0,0,0.0005902663571637568
0,0,0.00012754390311860663
0,0,0.0004367581462515277
1,1,0.9991776324015291
1,0,0.014569138894022685
1,1,0.7610330902905396
0,1,0.583816256764251
0,0,0.000914329787962814
0,0,0.00026698508837518685
1,1,0.9945671579270465
0,0,0.002759987208524165
0,0,0.06411255506595401
1,1,0.9991395269325154
0,0,0.0002967783075168326
0,0,0.08185120634819228
0,0,0.07054123181723734
0,0,0.00038317349797904526
0,0,0.0015245192587448008
0,0,0.002003568442333183
0,0,0.00016624785688889817
0,0,0.0002302515573789049
0,0,0.00015848945602595823
0,0,0.0167933936359415
0,0,0.00015442924932040455
0,0,0.00016478588353970638
0,0,0.00018130898378755766
0,0,9.436528462277332e-05
0,0,0.0001112920127374267
1,1,0.9984578858574306
0,0,0.019671173243460596
0,0,0.017082707475412552
0,0,0.00018314656960384564
0,0,0.0006594691277977833
0,0,6.884166643406599e-05
0,0,0.005505937838225136
0,0,0.0035464063956899506
0,0,0.0002360922092674785
0,0,0.01391003823690742
0,0,0.0005034633469938333
