Actual,Predicted,y_score
0,0,0.12676962
0,0,0.10323401
1,1,0.7386486
0,0,0.08458261
0,0,0.14143291
0,0,0.12133931
0,0,0.09588437
0,1,0.46111342
0,0,0.12727383
1,0,0.15933466
0,0,0.115031175
0,0,0.07480008
1,1,0.2030755
0,0,0.15476236
1,1,0.5522521
0,0,0.09647902
0,0,0.13984625
1,1,0.71715343
0,1,0.384124
0,0,0.1602867
0,1,0.19103861
0,0,0.10896965
0,0,0.100978635
0,0,0.13466303
1,0,0.15731132
1,1,0.7917429
0,1,0.39361
0,0,0.020220026
0,0,0.103661604
1,1,0.19101787
0,0,0.084444836
1,1,0.7884471
0,0,0.10605518
0,0,0.12754679
0,1,0.237785
1,1,0.19989206
0,0,0.10442514
0,0,0.08735884
0,0,0.11761803
0,0,0.091532886
0,0,0.12817541
0,0,0.12735906
0,0,0.14636342
0,1,0.24247216
0,0,0.11474584
0,0,0.12529719
0,1,0.23919472
0,0,0.145084
0,0,0.13353568
0,0,0.09789418
0,0,0.06557858
0,0,0.1420177
0,0,0.127214
0,0,0.099466436
0,0,0.15256292
0,0,0.14004618
0,0,0.14989427
1,1,0.1839883
1,0,0.13357672
1,0,0.16169277
1,1,0.17049153
1,1,0.96077675
0,1,0.24841829
1,0,0.13280518
1,0,0.15548764
1,0,0.13816532
0,0,0.1604527
1,0,0.16343404
0,0,0.14038844
0,0,0.12492644
0,0,0.13945845
0,0,0.14871797
1,1,0.59082174
0,0,0.09973177
0,0,0.11832999
0,1,0.17913969
0,0,0.10903527
0,0,0.12188718
0,1,0.27545106
1,1,0.7106511
1,1,0.91768533
0,0,0.14202651
0,0,0.12520221
0,0,0.09814842
1,1,0.5902405
0,1,0.24361466
0,0,0.10966794
0,0,0.13716643
0,1,0.3717854
1,0,0.14493167
1,1,0.1688266
0,0,0.10986236
1,1,0.20232715
0,0,0.1405559
0,0,0.10859451
0,0,0.1149546
1,1,0.24792977
1,1,0.66438365
0,0,0.10304014
0,0,0.106709294
0,0,0.11780606
0,0,0.13433869
1,1,0.29671472
0,0,0.13390239
0,0,0.13198692
0,0,0.11949631
0,1,0.19060925
1,1,0.43746236
0,0,0.12183909
0,1,0.18504168
0,0,0.15837644
0,0,0.08768011
1,1,0.30090082
0,0,0.08655969
0,0,0.10807627
0,0,0.10903511
0,0,0.11752121
0,1,0.20479873
0,0,0.11878115
0,1,0.21898453
1,1,0.16992696
0,0,0.13092527
1,1,0.37339824
0,0,0.15142322
0,0,0.10766414
1,0,0.1487587
0,0,0.107857235
0,1,0.1725622
0,0,0.09934408
1,0,0.14206189
0,0,0.09747122
0,0,0.11371377
1,1,0.18290828
