true_label,predicted_label,y_score
0,0,0.01752644920241727
0,0,0.4965054158945045
0,0,0.014134284068070812
0,0,0.013352631669122709
1,1,0.569976474765337
0,0,0.07315509332492692
0,0,0.0013490627687045267
0,0,0.006400577199852919
0,0,0.0048829169528969195
0,0,0.0032671226641394417
0,0,0.025926105443279352
1,0,0.1513259032311985
0,0,0.000939615047035407
1,1,0.9198444322943837
0,0,0.06507991387959902
0,0,0.026497797915828743
0,0,0.0023326435872932164
0,1,0.5935306758453065
0,0,0.00762669537942295
0,1,0.6673236129288342
0,0,0.0018960799538933937
0,0,0.012921745409605364
0,0,0.04606738279152536
0,1,0.5492546598359823
0,0,0.0016415717544002158
0,0,0.08897114886025616
0,0,0.036298294994908345
0,0,0.002863629569703681
1,0,0.339265750015048
0,0,0.003205829243457803
1,1,0.9570367402525395
0,0,0.0012791818309871462
0,0,0.0512788312656551
1,1,0.9985354205168835
0,0,0.0011953318497785748
0,0,0.0011186199621525945
0,0,0.003394301919723216
0,0,0.0068738435384061
0,1,0.6653220704920241
0,0,0.0746105051323891
0,0,0.022919028352658327
1,1,0.996536826148801
1,1,0.9703520303006135
1,1,0.7336227174891744
0,0,0.034399085657573276
0,0,0.006749537962053815
1,0,0.18996549720364542
0,0,0.001795447288304741
1,1,0.8124078308030858
0,0,0.012224757532760415
1,1,0.9952168359899557
1,1,0.972956404169298
1,1,0.9777140928247295
0,0,0.040706258762885285
0,0,0.08899228803606446
1,1,0.8779757782460127
1,0,0.3825083006204695
0,0,0.00221676268298012
1,1,0.9474198674762824
0,0,0.1342454970749721
0,0,0.001222081944430652
0,0,0.021363780801059173
0,0,0.05138757229742647
0,0,0.4231088995545744
0,0,0.08819470850551554
0,0,0.04991338257595868
0,0,0.008084274768695538
1,1,0.9835625503452673
0,0,0.003839498493142557
0,0,0.000955053113657731
0,0,0.006965417975914163
0,0,0.14573084012034784
0,0,0.05646237573453718
0,0,0.0023412357052588445
1,1,0.9605556171834481
0,0,0.07287267114055404
1,1,0.9787656275112909
0,0,0.0007944126652966344
0,0,0.39592010025033353
1,1,0.9971294066302525
0,0,0.020451397730960802
1,0,0.39188713518635415
0,0,0.028168444973671106
0,0,0.0015908488132693201
0,0,0.002524419040305976
1,0,0.14141630341874872
1,0,0.08545355590771016
0,0,0.007037265261054554
0,0,0.00030066541796636744
0,0,0.11975741663493669
0,0,0.0011953318497785748
1,1,0.9043437492368104
0,0,0.04446600035543732
1,1,0.9027363403192116
1,1,0.9494937501237254
0,0,0.10802985358287698
0,0,0.26745111237385344
0,0,0.013788090093157788
0,0,0.006876159834731768
1,1,0.8864469381443295
0,0,0.000858297825676456
0,0,0.03888679737390982
0,0,0.02295494958371377
0,0,0.002109610346240818
0,0,0.009486078383167975
1,0,0.4978131909716824
0,0,0.0020963948392579944
0,0,0.12422252376575509
0,1,0.9267371034796011
0,0,0.1297920189243959
0,0,0.011381743906667617
0,0,0.00065807919529382
0,0,0.19785766866105162
0,0,0.0016642761551037314
1,1,0.971723280735668
0,0,0.0017160470180169684
0,1,0.8400369485617615
0,0,0.055571837530432905
1,0,0.04935531645121631
0,0,0.05551406742951873
0,0,0.04606738279152536
0,0,0.030909893312297973
0,0,0.0017157469605199114
1,1,0.9104874967306836
0,0,0.0011953318497785748
0,0,0.15163754895898957
0,0,0.015306983514090336
1,1,0.9933631320910629
0,0,0.00674145164451582
0,0,0.0037455183525227755
0,0,0.03022732502379574
1,1,0.9931214053401866
0,0,0.02445216255955536
1,1,0.9641099169699927
0,0,0.007013833098909497
0,0,0.0068738435384061
0,0,0.037669119718348854
1,1,0.9788137425003866
0,0,0.0006637277278352565
0,0,0.002598125990078052
0,0,0.26063531749264995
0,1,0.9889589165378403
0,0,0.0009930315746139522
0,0,0.020261916806630503
0,0,0.009799661133042403
1,0,0.07788827083020129
1,1,0.7860767695449591
0,0,0.0016415717544002158
1,0,0.2962729176319384
0,0,0.11217941454576535
0,0,0.019375975536941436
0,0,0.006670670381969702
0,0,0.23200418189098512
0,0,0.2064255947014717
1,1,0.7498513123673668
0,0,0.04987502736951086
1,0,0.1760375205576694
0,0,0.10638087350275044
0,0,0.001795447288304741
1,1,0.6884284415556827
0,0,0.0013845093273525755
0,0,0.08079318296341101
0,0,0.009486078383167975
0,0,0.006393209109644268
1,1,0.9713373580123347
0,0,0.2017167956201708
0,0,0.03157079670527738
0,0,0.033131919206784745
0,0,0.01347698683812823
1,0,0.05127537468516104
1,1,0.7815964758190069
1,1,0.9158666973386131
1,1,0.7967110278108311
0,0,0.12674128214949293
0,0,0.004393072320122667
1,1,0.9791134952343978
0,0,0.013352631669122709
0,0,0.0011724139249484045
0,0,0.39873496038423195
0,0,0.0016004687482128464
0,0,0.03910430521707739
0,1,0.6840528748595512
1,1,0.8319891657758558
0,0,0.19527483124657735
1,1,0.9349439815612582
0,0,0.3950595650501121
0,0,0.0011953318497785748
0,0,0.02814629942778925
0,0,0.009036969177730059
1,0,0.4214991746799146
1,0,0.1565491046122183
0,0,0.011795719264910375
0,0,0.045454657207153464
1,1,0.9895774757368366
0,0,0.005991495777307179
0,0,0.010288974175841136
0,0,0.014249114591101284
1,0,0.24700101577413386
0,0,0.030496127322872782
0,1,0.5081176127202254
0,0,0.0013649535253153038
0,0,0.00026628629142902676
0,0,0.0037071331774803625
1,1,0.8508075854439415
1,1,0.8856898717945094
0,0,0.17705390173795962
1,1,0.9392975646401044
0,0,0.008660820147473214
0,0,0.003458321436118398
1,1,0.9914757169956214
0,0,0.018418971255047305
0,0,0.04246273158086395
0,0,0.08450486141080019
1,1,0.9967089224684972
0,0,0.00549130235177038
1,1,0.8789130347166225
1,0,0.05389889816413048
0,0,0.024322885551466385
1,0,0.38260944169166183
0,0,0.020674605241049467
0,0,0.02793797897081614
0,0,0.006926642912198681
0,0,0.0016234683730426546
0,0,0.06791402297674591
0,0,0.0007262470524223307
1,1,0.9784343395092728
0,0,0.04606738279152536
1,1,0.9587324898545969
0,0,0.11946323466259397
0,0,0.0068738435384061
0,0,0.01884546370965944
1,0,0.1438488364680248
0,0,0.00456051340610306
0,0,0.2238545499788273
0,0,0.050043788384487434
1,0,0.13739388595660487
0,0,0.0068738435384061
0,0,0.19213847734625594
1,1,0.6118369736875204
0,0,0.15333451036743936
0,0,0.0006002802445188596
0,0,0.005103452508801413
1,0,0.4271215408125855
0,0,0.01235566730857756
0,0,0.09026565044061535
1,1,0.9543886360401401
0,0,0.005411203121122082
0,0,0.030414067699483256
1,1,0.9914763482273465
0,0,0.0005404600591332999
0,0,0.033131919206784745
1,1,0.7778544738175321
1,1,0.6685704358544414
1,1,0.5800763591335075
0,1,0.7105509210678111
0,0,0.0021923876786715045
0,0,0.012366310046459661
1,1,0.973291577696229
0,0,0.029839125142279918
0,0,0.003102490321670677
0,1,0.5531949683017107
0,0,0.08655156802247896
1,0,0.14350608600526196
0,0,0.010956847329533477
1,1,0.9828800747800208
0,0,0.015441422058749951
1,0,0.02046235320574027
1,1,0.9876400035268251
1,1,0.7589733960613467
1,1,0.9670871188260836
0,0,0.09091104709869134
1,1,0.9679885954788763
0,0,0.4275423368088969
0,0,0.0015697954003559183
0,0,0.3509104271093846
0,0,0.02357825379805797
0,0,0.004886411463344935
0,0,0.0729739511849399
0,0,0.012559242019371291
0,0,0.2380954543124064
0,0,0.13436933363760872
1,1,0.7992721672248768
0,0,0.0039003907694240363
0,0,0.0251274121822601
0,0,0.001499108084965418
0,0,0.48018960586251735
0,0,0.0005315361166872481
0,0,0.07438853917581346
1,1,0.8400369485617615
1,1,0.772886889168881
1,1,0.8703782060524433
1,0,0.28167219570401536
1,1,0.9516585739068176
1,1,0.9806172820102274
0,1,0.8559292325852595
0,0,0.153610251958007
1,1,0.9795227285075897
0,0,0.11126271696785156
0,0,0.003438891059842789
0,0,0.0012426291661101398
0,0,0.006749537962053815
0,0,0.0029312430874675398
0,0,0.2902986331346285
0,0,0.10126747325199029
1,1,0.89141748115621
0,0,0.0013651742242182384
0,0,0.006510995231180534
0,0,0.0012451674050435195
0,1,0.9132913191662583
0,0,0.08319863671809276
0,0,0.06900998955275997
0,0,0.0962096994852437
0,0,0.010019275136878218
1,0,0.17861766061100892
0,0,0.0032671226641394417
0,0,0.005017404235586631
0,0,0.065930356195496
1,1,0.8783358652260675
0,0,0.45517900545485973
1,0,0.1462373260002913
0,0,0.019341853912657504
0,0,0.0014631335655665898
0,0,0.00030896264119112475
0,0,0.01055530401989924
0,1,0.5688001384501525
0,0,0.26829196116351517
0,0,0.01819317646264492
0,0,0.001436926722948895
1,0,0.19423540615807497
0,0,0.3403458267175738
0,0,0.01055530401989924
1,1,0.8432518086785656
0,0,0.007423449620897254
1,1,0.810505940702817
0,0,0.02966703333596721
0,0,0.05607494290457175
1,1,0.7683399428177446
0,0,0.008954506854167849
1,1,0.5868878171000104
0,0,0.0048829169528969195
0,0,0.010529483665103652
1,1,0.5687422526905476
0,0,0.08216396048855158
1,1,0.6781401360960868
0,0,0.04606738279152536
1,1,0.9869235531049496
0,0,0.002928489416121505
0,0,0.0014093832706917498
1,0,0.07771652137932362
0,0,0.0018782287341010423
0,0,0.006300458252124768
0,0,0.07024249685579789
0,0,0.20167503498518305
0,0,0.003304980887696267
1,1,0.992131039538367
0,0,0.041598667595069604
0,1,0.8633034748257224
0,0,0.35517613368844203
1,1,0.9421438225913358
0,0,0.010088624058340353
0,0,0.017828113067883147
1,0,0.046943897539385986
0,1,0.9604997693206241
0,0,0.012142235266182732
1,1,0.6026560192658664
0,0,0.053148953760048204
1,1,0.9854560278612298
1,0,0.19571556535059703
0,0,0.05724395437998274
1,1,0.9893393837572881
0,1,0.8878312610885716
1,1,0.8122772776632936
0,0,0.0016745325615297177
1,1,0.8890276648370662
0,0,0.10502022219908191
0,0,0.002626140370478556
0,0,0.0004292116969951162
0,0,0.0566867663272309
1,1,0.7094526130289681
0,0,0.0009019909921074401
0,0,0.0008875259157518163
1,1,0.6530450571877905
0,0,0.009486078383167975
0,0,0.0037552646509882966
0,0,0.00489834445187487
0,0,0.09055802828819562
0,0,0.009841482253674696
0,0,0.005158179357857498
0,0,0.003276328580694886
0,1,0.7909474281892666
1,1,0.800823408199483
0,0,0.008820426656429238
0,0,0.01160192556936606
0,0,0.04991338257595868
0,0,0.008664881912714474
0,0,0.0939719278312039
0,0,0.003933104975968821
0,0,0.043285589077372316
0,0,0.010369954452456828
1,1,0.569976474765337
0,0,0.2542216037286889
0,0,0.29781600056891155
0,0,0.0002957108181128026
0,0,0.006749537962053815
0,0,0.009370397689712675
0,0,0.00463148365435449
0,0,0.015049383384410319
0,0,0.001645626271478369
0,0,0.07543921597859092
1,1,0.9582553837442485
0,0,0.0012567644738761764
0,0,0.01347698683812823
0,0,0.025549159829648272
1,1,0.9160199529240753
0,0,0.029725362114428146
0,0,0.0068738435384061
1,1,0.9827580054530944
0,0,0.11080550053008435
1,1,0.9940863609484786
1,1,0.9926691855998229
0,0,0.004148960162164337
0,0,0.002923236500106588
0,0,0.004399214678030458
0,1,0.5158722782724061
0,1,0.6334664668671899
1,1,0.9885214688564291
0,0,0.017611723721217398
0,0,0.0035341057704432344
0,0,0.12168814922337691
1,1,0.992578164260238
0,0,0.018017074288929652
0,0,0.0012451674050435195
0,0,0.007937222930230674
0,0,0.005964382127833201
0,0,0.10126747325199029
0,0,0.01773778829512035
1,1,0.9807427787591053
1,1,0.9365563699857904
0,0,0.02803764128713005
1,1,0.9466312309170478
0,0,0.07496467310694374
0,0,0.0036814826259127585
0,0,0.0013490627687045267
0,1,0.8596597097000229
0,1,0.5800763591335075
0,0,0.01347698683812823
0,0,0.22091211414983863
0,0,0.0011724139249484045
0,0,0.07416552203632941
0,0,0.01347698683812823
0,0,0.003942933997553971
1,0,0.2207154568851124
0,0,0.003987476627385982
0,0,0.0068738435384061
1,1,0.9588232687460507
0,0,0.0011724139249484045
0,0,0.008267175982570507
0,0,0.020451397730960802
1,0,0.2192369803258064
0,0,0.020674605241049467
0,1,0.5564633537447405
1,1,0.9810883829092603
0,0,0.01884546370965944
0,0,0.002109610346240818
0,0,0.003982891166132449
0,0,0.04888599865182382
0,0,0.04386591224774831
0,0,0.05402357292781153
1,1,0.9502689049341771
1,1,0.9756580987194586
0,0,0.058948607134919166
0,1,0.6996609070745736
0,0,0.00039118807503316127
0,0,0.1322109812353852
0,0,0.010021025135434215
0,0,0.039576869564218596
0,0,0.00299858376396158
1,0,0.09044862113539331
1,1,0.9900105078763279
0,0,0.007776139263026219
0,0,0.009487951183467678
0,0,0.052819592480624594
0,0,0.00065807919529382
0,0,0.009148078701410205
0,0,0.0035698657852290764
1,1,0.7161269458244887
0,0,0.001566614284725379
0,0,0.016167747392240996
1,1,0.7763215557589068
0,1,0.6390407797063328
0,0,0.02380816520549215
0,0,0.0746105051323891
0,0,0.0035698657852290764
0,0,0.04399551823851341
0,0,0.03164945350825818
0,0,0.027159859057891776
0,0,0.16671411983584922
0,0,0.0017157469605199114
0,0,0.006433325181350128
1,1,0.9765265205841721
0,0,0.01594071175104207
0,0,0.019966181862649528
0,1,0.8554680104717425
0,0,0.0012565897552167145
0,0,0.06526848661246978
1,1,0.988386863482945
1,1,0.5997466731587497
1,1,0.9331752854392699
0,0,0.03149610381647416
1,1,0.9700876134294313
0,0,0.003708426641826271
0,0,0.02580980638198631
0,0,0.10126747325199029
1,1,0.9721446440428192
0,0,0.010825385465023043
0,0,0.4147482236493637
0,0,0.0017430187338575113
0,0,0.004936387814455674
0,0,0.01884546370965944
0,0,0.07447035398144383
0,0,0.03279024004949771
1,1,0.9787380976306821
0,1,0.6027312452150837
0,0,0.056048447334462397
1,1,0.8571658708718559
0,0,0.0006885789176292638
1,1,0.8836110401322089
1,1,0.9032726711246296
0,0,0.029711371547158395
1,1,0.9798386661260954
0,0,0.43391292527878356
0,0,0.06900998955275997
0,0,0.047468434359185165
1,1,0.997612143893852
1,1,0.9403097254204255
0,1,0.6365633017217943
0,0,0.001405505131197846
0,0,0.12670169029831355
0,0,0.0034798062117948887
0,0,0.0063376283237440946
0,0,0.012717028217113163
1,0,0.12815787965499914
1,1,0.9900990078785897
1,1,0.9234841291315807
0,0,0.057357185309456125
1,1,0.9917483156816468
0,0,0.0014186721567035563
0,0,0.005192631088615372
0,0,0.0010099050582100483
0,0,0.009576028446108704
0,0,0.02406570233567496
1,1,0.9967263120890851
1,1,0.8285786149254788
0,0,0.0012451674050435195
0,0,0.003037865723453835
0,0,0.0014093832706917498
0,0,0.02596883934657504
0,0,0.18955466797394924
0,0,0.21083095292367796
0,0,0.06106881122837654
