Actual,Predicted,y_score
0,1,0.31694764
0,0,0.15159655
0,0,0.20413108
0,0,0.21695413
0,1,0.27355435
0,0,0.22571817
0,0,0.23337528
0,1,0.33508754
1,1,0.630487
1,1,0.27013865
0,0,0.23432088
0,0,0.20331703
0,0,0.24482593
0,1,0.28967938
1,1,0.83764815
1,1,0.7566704
0,1,0.2959594
0,0,0.21778123
0,1,0.28701338
0,0,0.22088757
0,1,0.26151133
0,0,0.20359811
0,0,0.1898283
0,0,0.20254718
0,1,0.2986045
0,0,0.24407269
0,1,0.42202947
1,1,0.27211678
0,0,0.21188685
0,0,0.18129437
1,1,0.65693915
0,0,0.17224976
0,0,0.19247907
0,0,0.1974967
0,1,0.6297764
1,1,0.33896944
0,0,0.24929208
0,1,0.41693297
0,0,0.20843436
0,0,0.24246845
1,1,0.32661635
0,0,0.24940942
0,0,0.21584477
0,0,0.17438136
0,1,0.34198105
0,0,0.21857639
0,1,0.3107878
0,0,0.19690597
1,1,0.2634865
0,1,0.3229684
0,0,0.22987485
1,1,0.8457645
0,0,0.24015619
0,0,0.22788234
0,0,0.24338274
0,0,0.24996398
0,1,0.2811511
1,1,0.48753121
0,1,0.46876574
0,0,0.24090023
1,1,0.89465284
1,1,0.6537605
1,1,0.29837674
0,0,0.21923995
1,1,0.31648284
0,0,0.20340154
1,1,0.27305925
1,1,0.38883832
0,0,0.21690525
0,1,0.375642
0,1,0.29271507
0,0,0.2034946
0,0,0.24763328
0,0,0.20011486
0,0,0.19254556
1,0,0.25774413
0,0,0.21860534
0,1,0.27462065
0,1,0.26003596
0,0,0.19065057
0,1,0.31992155
1,1,0.7748498
0,0,0.13955492
1,1,0.5205141
0,0,0.1981425
1,1,0.8939139
1,1,0.31073827
0,0,0.24985111
1,1,0.30472863
0,1,0.31128925
0,0,0.18889384
0,0,0.22453883
1,1,0.36956808
1,1,0.2653846
1,1,0.3129097
0,0,0.22568849
0,1,0.26060817
0,1,0.26117405
1,1,0.29655382
0,1,0.828793
0,1,0.29295033
1,1,0.5546781
0,0,0.2330102
0,0,0.22354887
0,1,0.26105618
0,0,0.25681722
0,1,0.53712994
0,1,0.262562
0,0,0.21475275
0,1,0.30073038
0,0,0.2014942
0,0,0.21466881
0,0,0.20921533
0,0,0.18436086
0,0,0.195666
0,0,0.25775808
0,0,0.22006346
1,1,0.29497615
0,0,0.23122674
0,0,0.2430354
0,0,0.20492047
0,0,0.2509371
0,0,0.23293988
0,1,0.7822208
0,1,0.28767937
0,0,0.21018566
0,0,0.2429269
0,0,0.19104445
0,0,0.22131607
0,0,0.21752644
0,0,0.21891792
0,0,0.19643918
1,1,0.28627288
1,0,0.24897794
1,1,0.28021106
0,1,0.65626335
0,0,0.24384545
1,1,0.89137566
0,0,0.23448259
0,1,0.6821962
0,0,0.22394758
1,1,0.38283494
0,1,0.26437518
0,0,0.2194344
1,1,0.34469953
0,0,0.20788616
0,1,0.28399327
0,0,0.21471941
0,0,0.2529767
0,0,0.18624054
0,1,0.34062415
0,1,0.27561694
0,1,0.31112936
0,1,0.30269176
0,0,0.1984808
0,1,0.2799124
0,1,0.34129015
1,1,0.30162337
0,0,0.23909584
0,0,0.21861894
1,0,0.23493056
0,0,0.17928804
0,0,0.19799028
1,1,0.27552712
0,0,0.20901091
0,0,0.20691165
1,1,0.3132606
0,0,0.22213116
0,1,0.2609601
0,1,0.9289461
0,0,0.22794008
1,1,0.30853555
0,0,0.24516705
0,0,0.18948431
1,1,0.3698031
0,1,0.2904966
0,1,0.4024886
1,1,0.7336907
0,1,0.26602724
0,0,0.22284673
0,1,0.4281397
1,0,0.23660173
0,1,0.3773743
0,0,0.23693989
0,0,0.24093628
1,1,0.3668773
0,0,0.24801807
1,0,0.22620818
0,1,0.31216925
1,1,0.61846405
0,0,0.20914018
0,0,0.21064012
1,0,0.25782272
