true_label,pred_label,predict_proba
0,0,0.0012299680473457344
0,0,0.00021228875898400963
1,1,0.995943290102329
0,0,0.0004152970597874912
0,0,0.012761694626200724
0,0,0.0002399838913959917
0,0,0.0008179235779465119
0,0,0.07188003316934928
0,0,0.0008913226704405088
0,0,0.000992279575636148
0,0,9.089121221078632e-05
0,0,0.0001304471039293614
0,0,0.00028614867695610447
0,0,0.00022286810146386144
0,0,7.489252587451593e-05
0,0,0.09484194998447219
0,0,0.00013419096383595434
0,1,0.8329318986560411
0,0,0.0006582390381523568
1,1,0.9932817848400824
0,0,0.0005913263662886407
0,0,0.0009301565264875556
0,0,0.00034214775869652157
1,0,0.445795728909435
0,0,0.00030362196596819585
0,0,0.0005431775143329759
0,0,0.006173682987549438
0,0,0.005310005983604484
1,1,0.996188676767931
0,0,0.0007462585702414545
0,0,0.0007122845535120608
0,0,0.00016332014919996743
0,0,0.036827806675942695
0,0,0.00031251713591337095
0,0,0.00037633549717654537
0,0,0.00043919952100618734
0,0,0.0009639076921624246
0,0,0.003700912759961111
1,0,0.0018404696435275877
0,0,0.000248235570540223
0,0,0.002606706350886079
0,0,0.003738185694326062
0,0,0.27509139333811067
0,0,0.0013199790215500465
1,1,0.9968397518761299
0,0,0.00029481625820936854
1,1,0.9947996845127527
1,1,0.943852184746197
0,0,0.007435668464245017
0,0,0.00019210609461961511
0,0,0.00010605689522321815
1,1,0.9989407983426187
0,0,0.003220933958083356
0,0,0.00012819407426554465
0,0,0.0004105823333610699
0,0,0.0009975893857272372
0,0,6.790876193831245e-05
0,0,0.0005995668768738339
0,0,0.16265861341070306
1,1,0.9978661852000474
0,0,0.00034060971019568483
1,1,0.9983043152761159
0,0,0.00017526414942596453
0,0,0.0002412835583401705
0,0,0.0008534998386796464
0,0,0.0030822193130407394
0,0,8.701661344341767e-05
0,0,0.001479308017687593
0,0,0.00021508672564905473
0,0,0.0002387974004465548
0,0,0.00020402223374444802
1,1,0.6780418984201416
0,0,9.546749582681575e-05
0,0,0.0029791875556863866
0,0,0.001153846974674993
0,0,9.87185847734881e-05
0,0,0.011726520566847858
0,0,0.00027270648787735896
0,0,0.0012009861824963546
1,1,0.9386403920676447
1,1,0.9950649154189575
0,0,0.00039997859672068333
0,0,0.0001496354490639188
0,0,0.0001483507177398084
0,0,0.09328310050356337
1,0,0.1418911020112283
0,0,4.169162891709402e-05
0,0,0.205143042413131
0,0,0.009291593761172834
0,0,0.0007930654443374492
1,0,0.010316357278674677
1,1,0.9963990916172377
0,0,0.24413530760004531
1,1,0.9832524521171728
0,0,5.8143506098558016e-05
1,1,0.9812380007621281
0,0,0.0005025283231305079
0,0,0.014753220872184343
1,0,0.32048377641325754
0,0,0.0009009541317201112
0,0,0.002998093077156896
0,0,0.0019112805106165315
0,0,0.02037994844072655
0,0,0.0006742075025163298
0,0,4.5960919000821454e-05
1,1,0.9888257125858769
0,0,0.0009853434168222365
0,0,0.007260544407347752
0,0,0.00016590210141734162
0,0,0.00026309965101722595
1,1,0.9884046580384518
0,1,0.9896377232350547
0,0,0.0001637833956348814
0,0,0.0022698413971557366
0,0,0.005895676253530437
0,0,0.0007323049830241051
1,0,0.22873629370123288
1,0,0.12787273916927094
1,0,0.007434407651561524
1,1,0.9961029030420814
1,1,0.9926189217805034
0,0,0.0004348290010851821
0,0,0.00014573048337861223
0,0,0.0007979539993060726
0,0,0.0003865232817211928
0,0,0.0016373654812247933
0,0,3.9723541670844015e-05
0,0,0.004513520546427305
0,0,9.187021748409477e-05
0,0,0.005244094196426893
0,0,0.0007954894215535746
1,1,0.9977548446081204
1,1,0.9969806615316553
0,0,0.001466957660550144
0,0,6.635537626970105e-05
1,1,0.995674635994877
1,1,0.9156073850951653
0,0,0.00019805582372845016
0,0,7.763279661237897e-05
0,0,0.00020287363160066379
0,1,0.9905779771767966
1,1,0.9996694470186452
0,0,0.019095705926334486
0,0,0.0012097720092982666
1,1,0.8974852194343893
0,0,0.010449664893854087
1,0,0.078841685548707
1,1,0.9882228800612619
1,1,0.9823587675780152
1,1,0.9535647797625174
1,1,0.9988861852242459
0,0,0.02671737132650208
1,1,0.9965511885567091
0,0,0.0003799932362906678
1,1,0.9931979777016001
0,0,0.025618589590956274
0,0,6.933446617413994e-05
0,0,0.000770559267329353
0,0,0.0007194015820824976
0,0,0.002586999711118211
0,0,0.00014486657458153587
1,1,0.9973427900601708
0,0,0.0002988106731908644
0,0,0.00022544999297151376
0,0,0.0004451060973995854
0,0,0.0019381416987714862
0,0,5.361220264516179e-05
0,0,0.0019451033464282347
0,0,0.0003299736366729432
1,1,0.9991710448102732
0,0,0.0010392504487924002
0,0,0.00046978088698819187
0,0,0.024450259710398166
1,0,0.03563797270908555
0,0,0.01140501913163557
0,0,0.0002489502778456621
0,0,0.00017869359422058255
0,0,0.00016564729360271294
0,0,0.00875258779881263
1,0,0.009104311851545418
0,0,0.0010355095474667557
0,0,0.0004169099410543516
0,0,0.0021476195438460137
1,1,0.9981289850247577
0,1,0.8346146819595116
1,0,0.005509924762398173
0,0,0.008193448192767348
0,0,0.022957516871556293
1,1,0.9883710871069018
0,0,0.00010151650033351355
0,0,6.080353979590303e-05
0,0,0.00022239802852696988
0,0,0.0004077199254055176
0,0,0.018818815293226227
0,0,0.18839975929654607
1,1,0.5410879973662914
1,1,0.9928152885339403
0,0,0.005084668796556459
0,0,0.00012360125404189623
0,0,0.00031480683487003616
0,0,0.00043769846226138025
0,0,0.00012578116789126097
1,1,0.9791755732069171
0,0,0.00021375426082731518
0,0,4.454224799802361e-05
0,0,0.00039784692256359197
0,0,0.0010766220727751726
1,1,0.9997660014769763
0,0,0.00030601460022598465
1,1,0.9993123261373728
0,1,0.9982985412111571
0,0,0.009056244409063571
0,0,4.6507104886481635e-05
0,0,0.0014323559282045162
0,0,0.01679230479050247
0,0,0.012168747234611811
0,0,0.0001496907145246283
0,0,0.00022860799894898958
0,0,0.3252959107831705
0,0,0.019225469161370582
0,0,0.000815647997003872
0,0,0.00027206757577453175
1,1,0.7430943648479791
0,0,0.00011224116887765196
1,1,0.5918663727611512
0,0,0.0004748629490392464
0,0,0.08132479839229602
0,0,0.10632671540457046
0,1,0.6045453324961525
1,1,0.9969947355409479
0,0,0.013833884096583964
1,1,0.9993878593329335
0,0,0.03863117439564907
0,0,0.0033149110835842504
0,0,0.000249898191727605
0,1,0.8921706099966452
0,0,0.0002534286548877807
0,0,0.0004032190379393217
0,0,0.001577182499827757
1,0,0.082663079830191
0,0,0.006768576634443995
0,0,0.0008514229923574949
0,0,0.0013594844381286286
1,1,0.9221315699363717
1,1,0.8812930705504439
0,0,4.7522989282290354e-05
1,1,0.9956932467028639
0,0,0.027501150253202735
0,0,0.0003131613361429707
0,0,0.007438702530626366
0,0,0.0004681279628737205
1,1,0.9909092593350515
0,0,0.2463416571569703
1,1,0.9836381308226575
0,0,0.0007641554423892091
1,1,0.9992458910522223
0,0,0.0011381612959227168
0,0,0.27543890631613166
0,0,0.00020362964044964884
0,0,0.32184916311268014
0,0,0.0014655974670629679
0,0,0.0017753558769875283
0,0,0.0011089650281961808
0,0,0.0016534402756226143
0,0,0.0009311068920894324
0,0,0.0015743749968488404
0,0,0.00028937289266603347
0,0,0.0007232957541256486
0,0,0.0036593754981763993
0,0,0.0006181785757871459
0,0,0.0003515734129080835
0,0,0.0006632162501341154
0,0,0.00016643715502681676
0,0,0.00023026247010274534
0,0,0.0001970726024060989
1,1,0.9832821536812442
0,0,0.008966784078003756
0,0,0.02288649479248496
0,0,0.11321893476156154
1,1,0.9997255304009178
0,0,0.021027999560245446
0,0,0.0004515408302514001
1,0,0.4985737257887773
0,0,0.00013236718370225573
0,0,0.006352585518549215
0,0,0.0010738947719683048
0,0,0.022097382877044415
0,0,0.005443899829731522
0,0,0.0004606809028851593
0,0,0.006447081510786139
1,1,0.9954892635919387
0,0,0.004107973775787938
0,0,0.00017609859279195004
0,0,0.00011022586020185228
0,0,0.012743586503846813
0,0,0.0002401595127414857
0,0,0.0003787530392540256
1,1,0.9306110853854852
0,0,0.0014299840704479776
0,0,0.0009866533063934045
0,0,0.014250120854681067
0,0,0.0003759996886175526
0,0,0.0007264469292647226
0,0,0.0001607271595654376
0,0,0.00013029461379990382
0,0,0.0072055676667816615
0,0,0.0007139907220358166
1,1,0.9974030806503658
0,0,0.006028058203029873
0,0,0.000526145033230565
0,0,0.002289518906484966
0,0,0.004350220329709963
0,0,0.00047079189320545526
0,0,0.13269067072593735
0,0,0.001709287149192034
0,0,0.008053812158418008
1,1,0.9953912746963729
1,1,0.9976194733254037
0,0,0.00015659587749818058
0,0,0.0009380047723112303
1,1,0.9947711040208995
0,0,3.960168824879113e-05
1,0,0.02219771922032186
1,1,0.9866605852252411
0,0,0.00012374378045371408
0,0,0.001274623258274621
0,0,0.00039835232315942016
0,0,0.0009903025842925611
0,0,0.012740733861594215
1,0,0.010505098803269679
1,1,0.9990291938966022
0,0,0.0007230834366682718
0,0,6.895066820005685e-05
0,0,0.0002404184862591554
0,0,0.0006822393371690587
1,1,0.9986017144552501
0,0,0.02590930571191364
0,0,0.0002191457599292801
1,1,0.9995496365603221
0,0,0.00011129667616137174
0,0,0.011081247097122415
0,0,0.0008406846767413927
0,0,0.0033212022862160076
0,0,0.002858032175976782
0,0,0.0012863011018380052
0,0,0.0007116565873253209
1,1,0.9886663227891975
1,1,0.9974658975764409
0,0,0.00012841711385072106
0,0,0.22916660457341537
0,0,0.0036542553583120913
0,0,0.00016544281269333195
0,0,0.011038629257963173
0,0,0.17690438309648876
0,0,0.0002266119864843065
0,0,0.00021035197777033443
0,0,0.03341983227103579
0,0,0.001461630888677322
0,0,0.0005219216604670078
0,0,0.000855463074354423
0,0,0.0006151443706248895
1,1,0.99665296939493
1,1,0.9977213265159752
1,1,0.9885841545832522
0,0,0.0020455811540883466
0,0,0.001522725020481274
0,0,0.0022339066040249532
1,1,0.9997271363389545
0,0,0.0008430152977534093
0,0,7.02802477700239e-05
1,1,0.9987259759438272
0,0,0.0001826430938822916
1,1,0.9594940713337672
0,0,8.75770717598698e-05
1,1,0.9894789127736145
0,0,0.06965945767444519
1,1,0.9820574136252642
0,0,0.0003471485266585775
0,0,0.054897868023738604
1,0,0.32785948604897835
0,0,5.884199495532279e-05
0,0,0.0003809334254972017
0,0,0.0077131368825023375
0,0,0.009172710531993897
0,0,0.00942757356842394
0,0,0.001952710618935581
0,0,8.216344064974746e-05
1,1,0.8887258672978887
0,0,0.0003800198524887837
0,0,0.028567870720860096
0,0,0.0014071757919797369
0,0,0.0004698596319910947
0,0,4.145968740011001e-05
0,0,0.0002244463010770282
0,0,0.0012844294371876861
0,0,5.835615604808317e-05
0,0,0.0027912147841855795
0,0,0.0010611621558018422
0,0,0.019957645328914544
1,1,0.9996946990675886
0,0,0.00014819254528672488
0,0,0.16772330247037057
0,0,0.0010110921484018996
0,0,0.00026675653732107597
1,1,0.7284984675204661
1,1,0.8159670362027535
1,0,0.009022848335947067
0,0,0.0002175733124291668
1,1,0.9987600033133008
