Actual,Predicted,y_score
0,0,0.22187614
0,0,0.21145509
1,1,0.5416982
0,0,0.24309988
0,1,0.2854557
0,1,0.27086934
0,0,0.20540784
0,0,0.21025892
0,1,0.31026003
1,1,0.26904082
0,0,0.24054702
0,0,0.23428248
1,1,0.33253592
0,1,0.28589362
1,1,0.45286945
0,0,0.23622465
0,0,0.23594435
1,1,0.5144631
0,1,0.42535597
0,1,0.30382836
0,1,0.3049901
0,0,0.2252787
0,0,0.21000895
0,0,0.25434113
1,1,0.2988279
1,1,0.57938254
0,1,0.51092225
0,0,0.20292011
0,0,0.19894207
1,1,0.279234
0,0,0.24361
1,1,0.41921434
0,0,0.22518201
0,1,0.2782993
0,0,0.24907029
1,1,0.2891284
0,0,0.19863515
0,0,0.17961216
0,0,0.2522279
0,0,0.1826094
0,0,0.232711
0,0,0.25814223
0,0,0.246014
0,1,0.39841482
0,0,0.20773172
0,0,0.22712821
0,1,0.31548718
0,1,0.27773294
0,0,0.24953137
0,0,0.19955586
0,0,0.22376321
0,0,0.23932415
0,1,0.27874014
0,0,0.18747504
0,0,0.22797431
0,1,0.32530347
0,0,0.2474305
1,1,0.27376628
1,1,0.27069095
1,1,0.26850727
1,1,0.34896678
1,1,0.57984895
0,1,0.3269166
1,1,0.27325055
1,1,0.3626958
1,1,0.36853197
0,0,0.2383973
1,1,0.28142205
0,0,0.23319317
0,0,0.24438019
0,0,0.22965115
0,0,0.2629921
1,1,0.40855494
0,0,0.21237117
0,0,0.23918222
0,0,0.24338609
0,0,0.21006507
0,0,0.21925785
0,1,0.2855336
1,1,0.50213766
1,1,0.51903045
0,0,0.2468055
0,0,0.1894136
0,0,0.19319671
1,1,0.344924
0,1,0.33389515
0,0,0.2108766
0,0,0.22330576
0,1,0.54319006
1,1,0.31143212
1,0,0.25770143
0,0,0.20005615
1,1,0.37482935
0,0,0.25733072
0,0,0.19394952
0,0,0.22822076
1,1,0.4575859
1,1,0.3682961
0,0,0.20139141
0,0,0.22177128
0,0,0.21278004
0,1,0.2911131
1,1,0.39926422
0,0,0.23409478
0,1,0.26681462
0,0,0.19738436
0,0,0.22804448
1,1,0.49428034
0,0,0.2521988
0,1,0.2704868
0,0,0.24091358
0,0,0.25147808
1,1,0.43735114
0,0,0.2014065
0,0,0.19716555
0,0,0.23487753
0,0,0.22017916
0,1,0.27411348
0,0,0.24972747
0,1,0.26937357
1,0,0.24036108
0,1,0.27741018
1,1,0.47004637
0,0,0.23682599
0,0,0.1909015
1,1,0.30895227
0,0,0.19787455
0,0,0.24492931
0,0,0.20793247
1,1,0.26538056
0,0,0.20086652
0,1,0.36367926
1,1,0.30159578
1,1,0.32487512
1,1,0.33159265
0,0,0.20213224
1,1,0.46416217
1,1,0.5114329
0,0,0.20913784
0,0,0.22680573
0,0,0.18964407
0,0,0.2069866
0,1,0.2813986
1,0,0.2497868
1,1,0.50913227
0,1,0.50319856
1,1,0.33263382
0,0,0.26019144
0,0,0.20919614
0,0,0.2121777
0,1,0.27571896
0,0,0.2208179
0,0,0.2087188
0,1,0.2683086
1,0,0.25186694
1,1,0.49199572
1,1,0.27668804
1,1,0.431728
0,0,0.19467375
1,1,0.28651717
1,1,0.3288407
1,1,0.4390976
1,1,0.3271826
0,0,0.23293954
0,0,0.22957179
1,0,0.20089471
0,0,0.20109089
0,0,0.23029283
0,0,0.23950152
1,0,0.25135112
0,1,0.32925656
1,0,0.26319566
0,1,0.39248
0,0,0.21932983
0,1,0.34686443
0,0,0.22966719
0,1,0.34251407
0,1,0.3322498
0,0,0.18936814
1,1,0.26894754
0,0,0.18056132
0,0,0.2348346
0,0,0.19714297
0,0,0.21277231
0,0,0.20312361
1,1,0.43904087
0,1,0.26529005
1,1,0.5368131
1,0,0.21545295
1,1,0.26789382
0,0,0.262885
0,0,0.22876021
1,1,0.31082076
1,1,0.3206693
1,1,0.27909765
0,1,0.28252494
0,0,0.22050957
0,1,0.39201865
0,0,0.2603646
0,0,0.18808216
0,0,0.19591595
0,1,0.3115797
0,0,0.25465596
0,0,0.21027242
0,0,0.24919778
1,1,0.32522777
1,0,0.20766076
1,0,0.24297665
1,1,0.5121112
0,1,0.29155627
0,0,0.21291038
0,1,0.2942627
1,1,0.29124716
0,0,0.21943633
0,0,0.2619635
0,1,0.37264255
0,1,0.2695098
0,0,0.21668012
0,0,0.19906953
0,1,0.26694947
0,0,0.23617053
1,0,0.2603242
0,1,0.31227025
1,0,0.23402303
0,0,0.19461562
0,1,0.27414712
0,1,0.42991993
0,0,0.1959242
0,1,0.28631386
0,0,0.21763778
1,1,0.269385
0,0,0.24657956
0,1,0.27843797
0,0,0.22403422
0,1,0.26725444
1,1,0.27612323
0,0,0.24424638
0,0,0.23967943
0,0,0.25379288
0,1,0.28786802
0,1,0.27169168
1,0,0.23445645
0,0,0.25159085
0,1,0.29353717
0,1,0.5090054
0,0,0.25605726
1,1,0.56151366
0,0,0.23931348
0,1,0.2820524
0,0,0.25434795
0,1,0.2982395
0,1,0.3001726
1,1,0.34232566
0,1,0.36432323
0,1,0.2896776
1,1,0.4858981
1,1,0.34395683
1,1,0.28822908
0,0,0.22413747
0,0,0.26319933
0,0,0.2384592
0,1,0.5003212
0,0,0.22989188
