Actual,Predicted,y_score
1,0,0.2758322
0,0,0.47061074
1,1,0.64498186
0,0,0.10192392
1,1,0.5060976
0,0,0.27446947
1,0,0.4099315
1,0,0.27112833
1,0,0.35831758
1,1,0.9999712
1,0,0.4544765
0,0,0.13397269
0,0,0.1471313
0,0,0.14060685
1,1,0.99740505
0,0,0.16672097
0,0,0.11982326
0,0,0.12684944
0,0,0.11549757
0,0,0.11810597
0,0,0.08318618
0,0,0.2896885
1,1,0.99999887
0,0,0.12557855
1,1,0.5086461
0,0,0.09101716
1,1,0.5085551
0,0,0.09470068
0,0,0.3321128
0,0,0.12606354
1,1,0.9782837
0,0,0.1167267
0,0,0.113728546
0,1,0.52981126
1,0,0.45924062
0,0,0.12145215
0,0,0.38627386
1,0,0.25857902
0,0,0.3929256
0,0,0.21613424
1,1,0.70359415
0,1,0.50130796
1,1,0.9999955
0,0,0.09584596
0,0,0.10299586
0,0,0.11266582
1,1,0.7248302
0,0,0.4552463
0,0,0.08996269
0,0,0.10814161
0,0,0.121527545
0,1,0.5760607
0,1,0.5496308
0,0,0.35195255
1,1,0.69467944
0,1,0.5114425
0,0,0.21039183
0,0,0.29415604
1,0,0.44520512
0,0,0.08869781
1,0,0.35128513
0,0,0.073501214
0,0,0.1214085
1,1,0.9932193
1,1,0.9999954
1,1,0.69566154
0,0,0.31328875
0,0,0.10836399
0,0,0.18483336
1,1,0.7363051
0,0,0.30733198
0,1,0.9399974
1,1,0.60388803
0,0,0.107565075
0,0,0.2103905
1,0,0.36746573
1,1,0.52498573
1,0,0.48733127
1,0,0.4767986
0,0,0.058441065
0,0,0.3730526
0,0,0.19452971
0,0,0.07514637
1,0,0.368521
0,0,0.4077171
0,1,0.7515304
0,0,0.11484451
0,1,0.5542414
0,0,0.13852422
0,0,0.14842921
0,1,0.5405844
0,0,0.44108498
0,0,0.089870095
0,0,0.09229208
0,0,0.08681082
0,1,0.58465576
0,0,0.43234006
0,0,0.33387116
1,1,0.7426571
1,0,0.34611624
0,0,0.26550296
0,0,0.044460166
0,0,0.48795855
1,0,0.2471104
1,0,0.38854235
1,1,0.92585117
0,0,0.43060762
0,0,0.16514753
1,0,0.20877175
0,0,0.34827647
1,0,0.49111116
0,0,0.06454624
1,1,0.99257064
0,0,0.10805215
1,1,0.99768364
1,0,0.39363134
0,0,0.21903136
0,0,0.15387003
0,0,0.3342821
1,1,0.53098816
1,0,0.4903556
0,0,0.042381424
0,0,0.15213501
1,0,0.4442359
0,0,0.05491067
1,1,0.97807986
1,1,0.9998231
0,0,0.1953455
0,0,0.28676152
0,0,0.14246209
1,1,0.9486392
0,0,0.06933831
1,0,0.40848994
0,0,0.088607386
0,0,0.05627382
0,0,0.13223378
1,1,0.7561371
0,0,0.05938495
0,0,0.0839586
0,1,0.6057434
0,0,0.09999141
0,0,0.061115973
0,0,0.1008637
0,0,0.082989864
0,0,0.33466488
0,0,0.2885874
0,0,0.26193875
0,0,0.34231082
0,0,0.065354556
0,0,0.39891073
0,0,0.060109228
1,0,0.43323377
1,1,0.56324315
0,0,0.12164795
1,1,0.99911463
0,0,0.104952864
0,0,0.18516234
0,1,0.5291335
1,0,0.4597267
0,0,0.109209895
0,0,0.033015087
1,1,0.5155074
0,0,0.06282036
0,0,0.054690763
0,0,0.07188487
1,0,0.17803769
0,0,0.052806612
0,1,0.5934039
0,0,0.059391547
0,0,0.051157657
0,0,0.48746076
1,1,0.5480814
1,0,0.08253464
0,0,0.06901625
0,1,0.6106403
0,0,0.08070807
1,0,0.26872504
0,0,0.042772796
0,0,0.15810558
0,0,0.25837448
0,0,0.13827814
1,0,0.28520793
1,1,0.51518595
0,0,0.05423907
1,0,0.46581346
0,0,0.20215984
0,0,0.08064845
0,0,0.36337942
0,0,0.2857396
1,1,0.53897357
1,1,0.57927954
1,0,0.26903778
1,1,0.99758124
0,0,0.09020307
1,1,0.9999804
0,1,0.5334484
0,0,0.028038401
0,0,0.3071916
0,0,0.16571517
0,0,0.096473955
1,1,0.99694854
0,0,0.21685311
0,0,0.27315268
1,1,0.53007114
1,0,0.47996074
0,1,0.5017165
1,0,0.47545302
0,0,0.11920475
0,0,0.24969593
1,0,0.316413
0,0,0.06532038
0,0,0.044545367
0,0,0.05879584
0,1,0.5972919
0,0,0.1987473
0,0,0.060035553
0,0,0.056635465
0,0,0.049186084
0,0,0.0467951
0,0,0.45229262
1,0,0.29631725
0,0,0.28069857
0,0,0.054078475
0,0,0.030142372
1,1,0.9596479
1,1,0.55619967
0,0,0.038492497
0,0,0.44251245
1,1,0.72639054
0,0,0.1754664
1,1,0.54270035
1,1,0.5195934
0,0,0.28057903
0,0,0.04271589
1,1,0.54043365
0,0,0.119997196
0,0,0.053345524
0,0,0.08426225
0,0,0.27011883
0,0,0.13829161
0,0,0.031006103
1,0,0.38443387
0,1,0.572092
1,0,0.2321522
1,0,0.14545749
1,0,0.20084776
0,0,0.035046514
0,0,0.030401113
0,0,0.09831397
1,0,0.0779085
0,0,0.12045434
0,0,0.32967967
0,0,0.03226956
0,0,0.3011709
0,0,0.2204681
0,1,0.51801705
1,1,0.531787
0,0,0.056856614
0,0,0.042094976
0,0,0.0987524
0,0,0.048421267
0,0,0.03132221
1,0,0.4626781
0,0,0.0828241
0,0,0.16612405
1,0,0.12362653
0,0,0.13684174
1,0,0.28614342
0,0,0.2975701
0,0,0.2620888
0,0,0.020404471
0,0,0.23013109
0,0,0.11536878
1,0,0.4219867
1,0,0.18435843
0,0,0.12819086
0,0,0.08556482
0,0,0.11202744
1,1,0.57882565
1,0,0.22771503
1,1,0.73935527
0,1,0.5088431
0,0,0.049899936
1,1,0.6262471
0,0,0.02843076
1,0,0.36117688
0,0,0.036785338
0,0,0.32050234
0,0,0.11930306
1,1,0.90541583
1,1,0.52025014
1,0,0.28552932
0,0,0.10926767
0,0,0.41816175
0,0,0.044235613
0,0,0.10128086
0,0,0.12922929
0,0,0.1625046
0,0,0.17965332
0,0,0.031170847
1,1,0.99771255
1,1,0.6214527
0,0,0.087325715
0,0,0.036263973
0,0,0.03250024
0,0,0.051480412
1,1,0.6506191
0,0,0.071102105
0,0,0.04687259
0,0,0.018287309
0,0,0.122550465
1,0,0.37891373
0,0,0.23293722
0,0,0.13090622
0,0,0.049067408
1,1,0.8835588
0,0,0.26859218
1,1,0.62827945
0,0,0.45229617
0,0,0.06671393
0,0,0.41488647
0,0,0.24288005
1,1,0.9999164
1,1,0.9729934
0,0,0.046577755
1,0,0.35240036
0,0,0.052397177
1,1,0.9794159
0,0,0.036182318
0,0,0.4732978
0,0,0.036079887
0,0,0.019550268
0,0,0.1561367
0,0,0.21699424
0,0,0.04841625
0,1,0.7065076
0,0,0.10045373
0,0,0.46106976
0,0,0.45676827
0,0,0.41670102
0,0,0.37489557
1,1,0.99790835
0,0,0.45902961
0,0,0.04649922
0,0,0.04838294
0,0,0.13491473
0,0,0.101747386
1,1,0.75597525
0,0,0.1964496
1,1,0.68545115
0,0,0.4443494
0,0,0.088879935
1,0,0.45879212
0,0,0.09754836
0,0,0.021217054
0,0,0.02955648
0,1,0.55612284
0,0,0.045948606
0,0,0.23025359
0,1,0.55039084
1,0,0.33054993
0,0,0.18824968
0,0,0.23790482
0,0,0.021560613
0,0,0.02341146
1,0,0.41014943
1,1,0.8288868
0,0,0.23079069
0,0,0.40286013
0,0,0.026949303
1,0,0.4992001
0,0,0.19772391
0,0,0.17924617
0,1,0.58920884
1,0,0.3205677
0,0,0.317658
0,0,0.059430614
0,0,0.09453217
1,1,0.60947496
0,0,0.009893228
0,0,0.018624712
0,0,0.050662935
0,0,0.02106766
0,0,0.03264414
0,0,0.30997413
1,0,0.13305189
1,1,0.55761784
1,1,0.9981857
0,0,0.13687567
0,0,0.14088562
0,0,0.064927414
0,0,0.018433085
0,0,0.020149063
0,0,0.25139755
0,0,0.35148844
0,0,0.14381704
0,0,0.021182746
1,1,0.69446194
1,0,0.4788067
1,1,0.57349616
0,0,0.014355013
1,0,0.40001434
0,0,0.28625867
1,1,0.99939954
1,0,0.12603581
1,0,0.48367122
0,0,0.039760817
0,0,0.020515855
0,0,0.15261392
0,0,0.19072004
1,0,0.37279794
0,0,0.11772276
1,0,0.27305064
1,0,0.4768001
0,0,0.10883847
0,0,0.47748217
1,0,0.3818476
0,1,0.5035583
0,0,0.14889774
1,1,0.999991
1,1,0.9986813
0,0,0.26784942
0,1,0.53394115
1,1,0.99993473
0,0,0.0377378
0,0,0.1955724
0,0,0.42963424
0,0,0.47484013
0,0,0.156415
1,0,0.19246003
0,0,0.0012118841
0,0,0.037223015
1,1,0.997856
0,0,0.04110272
1,1,0.74254465
1,0,0.46090344
0,0,0.012188173
1,1,0.9948147
1,0,0.28399992
0,0,0.02842645
0,0,0.17758887
0,0,0.2004858
1,0,0.37664568
1,1,0.6300431
1,0,0.3308795
0,0,0.07315577
0,0,0.036313612
0,0,0.049089924
1,0,0.49928996
0,0,0.00987838
0,0,0.4021667
1,1,0.6075646
0,0,0.23611078
0,1,0.5529662
0,0,0.022090528
0,0,0.043012645
0,0,0.030893838
0,0,0.02880251
0,0,0.36199915
0,0,0.011581669
0,0,0.02723649
0,0,0.02127219
0,0,0.16303687
0,1,0.9899
0,0,0.09444028
1,0,0.4252153
0,0,0.4731196
0,0,0.052509934
0,0,0.11132061
0,0,0.051217515
0,0,0.43318412
1,0,0.051317733
0,0,0.13365558
0,0,0.0139222955
0,0,0.061192375
1,0,0.24545473
0,0,0.0430394
0,0,0.008810243
1,0,0.1133671
1,1,0.9996063
0,0,0.023050778
0,0,0.10259211
