Actual,Predicted,y_score
0,0,0.26959634
0,0,0.23486714
0,0,0.2183377
0,0,0.2381779
0,0,0.2908668
0,0,0.24422003
0,0,0.22699693
0,1,0.3056704
1,1,0.38414836
1,0,0.27787146
0,0,0.2553265
0,0,0.20818976
0,1,0.2974202
0,0,0.288633
1,1,0.5605
1,1,0.6132593
0,1,0.35181564
0,0,0.2158754
0,1,0.31050456
0,0,0.2848191
0,0,0.26164362
0,0,0.25655243
0,0,0.20451277
0,0,0.24688692
0,0,0.2343663
0,0,0.24248677
0,0,0.2825153
1,0,0.24852915
0,0,0.22265883
0,0,0.23910782
1,1,0.38869524
0,0,0.22029813
0,0,0.20095941
0,0,0.18929929
0,1,0.5288891
1,1,0.29891396
0,0,0.23960872
0,1,0.3144839
0,0,0.2514197
0,0,0.26083285
1,1,0.31305194
0,0,0.22309296
0,0,0.19962497
0,0,0.26320288
0,1,0.32193342
0,0,0.22566915
0,1,0.35786593
0,0,0.21291423
1,0,0.22405748
0,0,0.2659434
0,0,0.23241925
1,1,0.5970725
0,0,0.22183174
0,0,0.24038453
0,0,0.23801756
0,0,0.26942682
0,0,0.2639762
1,1,0.43041655
0,1,0.41593057
0,0,0.22685614
1,1,0.6073363
1,1,0.5295271
1,1,0.35198107
0,0,0.26473993
1,0,0.23524068
0,0,0.21006769
1,0,0.2533834
1,1,0.38341895
0,0,0.22705144
0,1,0.31379518
0,0,0.28805485
0,0,0.20739235
0,0,0.25623697
0,0,0.22695361
0,0,0.20634359
1,0,0.25110734
0,0,0.21631128
0,0,0.24409379
0,0,0.22445312
0,0,0.21882138
0,1,0.2958673
1,1,0.5148543
0,0,0.22951289
1,1,0.37453508
0,0,0.20879127
1,1,0.57215154
1,1,0.3483194
0,0,0.24556926
1,1,0.29238445
0,0,0.26571342
0,0,0.27184758
0,0,0.22065102
1,1,0.305297
1,0,0.28634933
1,1,0.29893672
0,0,0.20882468
0,0,0.2590428
0,0,0.27450022
1,0,0.2688731
0,1,0.5854677
0,0,0.27413884
1,1,0.47291312
0,0,0.22378385
0,0,0.20899525
0,0,0.28044975
0,0,0.2406487
0,1,0.4792706
0,0,0.25913727
0,0,0.22282536
0,1,0.3068926
0,0,0.25684476
0,0,0.22963262
0,0,0.21256354
0,0,0.20835963
0,0,0.22384655
0,0,0.25631475
0,0,0.21453623
1,0,0.27003843
0,0,0.22007117
0,0,0.23541476
0,0,0.21526511
0,0,0.23474169
0,0,0.25685224
0,1,0.3813237
0,0,0.27333695
0,0,0.23259299
0,0,0.23169135
0,0,0.24831757
0,0,0.20722546
0,0,0.21454133
0,0,0.27688557
0,0,0.21937984
1,0,0.2836096
1,1,0.30625027
1,1,0.32444668
0,1,0.37597516
0,0,0.25921792
1,1,0.39250532
0,0,0.27187118
0,1,0.48359838
0,0,0.2850825
1,1,0.31841654
0,0,0.23270933
0,0,0.233051
1,0,0.2745494
0,0,0.2527995
0,1,0.3229366
0,0,0.21942352
0,0,0.23658313
0,0,0.18975097
0,1,0.42087784
0,0,0.28998488
0,1,0.3364208
0,1,0.35948431
0,0,0.22117242
0,0,0.24937977
0,1,0.33031836
1,0,0.24082777
0,0,0.23431754
0,0,0.21831109
1,0,0.2409989
0,0,0.21083084
0,0,0.25220224
1,0,0.23491937
0,0,0.2048437
0,0,0.21415733
1,0,0.28280756
0,0,0.28343907
0,1,0.2978931
0,1,0.56279284
0,1,0.30788636
1,0,0.28738764
0,0,0.22350055
0,0,0.23157221
1,1,0.3238599
0,0,0.26632214
0,0,0.25751215
1,1,0.45038402
0,0,0.28753802
0,0,0.21154404
0,1,0.34133974
1,0,0.22856177
0,1,0.33347216
0,0,0.23087883
0,0,0.2259053
1,0,0.24196441
0,1,0.30701494
1,0,0.24664736
0,0,0.28304264
1,1,0.37327215
0,0,0.2310539
0,0,0.2668053
1,0,0.26825017
0,1,0.32016593
0,0,0.24180196
0,1,0.31345558
0,0,0.26967385
1,1,0.57667965
0,1,0.29493016
0,0,0.23975138
1,0,0.2681745
1,0,0.25632477
0,0,0.29006875
1,1,0.31182975
0,0,0.25256163
0,0,0.25632977
0,0,0.21501541
0,0,0.20240672
0,0,0.22642717
1,0,0.25032207
1,0,0.22383842
1,0,0.28071144
0,1,0.36509115
0,0,0.1772888
0,1,0.29806668
0,0,0.23996861
0,0,0.25212783
0,0,0.27630168
0,0,0.27851802
1,0,0.25378847
0,0,0.23670417
0,0,0.22288695
1,0,0.2898931
0,0,0.2395387
0,0,0.22790734
0,0,0.23020998
0,0,0.2784763
0,0,0.22712111
0,0,0.26482168
0,0,0.21555847
0,0,0.21904397
0,0,0.21071337
0,0,0.19959046
1,1,0.38525605
1,1,0.57027805
1,1,0.2967554
1,1,0.5531567
0,0,0.28672564
1,0,0.24640912
0,0,0.22747405
0,1,0.48606575
1,0,0.28971615
0,0,0.2755014
1,0,0.28334847
0,0,0.27659822
0,0,0.253604
0,1,0.30915385
0,1,0.31377682
1,1,0.46999773
0,0,0.257798
0,0,0.24371664
0,0,0.26999488
0,0,0.27619562
1,1,0.3437346
0,1,0.3026159
0,0,0.1915982
1,1,0.56087655
1,1,0.49940714
1,1,0.4268995
0,0,0.25726423
0,0,0.21427761
0,0,0.20689183
0,1,0.44565302
1,0,0.2730595
1,1,0.5795817
0,0,0.22499931
0,1,0.4944144
0,1,0.30508035
0,0,0.26066023
0,0,0.26683018
0,1,0.33706424
0,0,0.20598236
0,1,0.34991547
0,0,0.22445871
0,0,0.2739674
0,0,0.20669858
1,1,0.30218706
1,0,0.27821276
0,0,0.223723
1,1,0.4163725
1,0,0.22878739
1,0,0.26083827
0,0,0.2755865
0,0,0.26765454
1,0,0.27019927
1,1,0.29932708
1,1,0.5857834
0,0,0.20082735
0,0,0.20992732
1,1,0.35384685
0,1,0.2988888
0,0,0.2387438
0,0,0.24259612
0,0,0.2386579
0,0,0.27460614
1,1,0.35198107
0,0,0.23689184
0,1,0.30160114
0,0,0.20290147
0,0,0.24914035
1,1,0.6062651
0,0,0.21191263
1,1,0.29509082
0,0,0.21526012
0,0,0.25981718
1,1,0.5752671
1,1,0.29231626
0,0,0.22558732
0,0,0.23339862
0,1,0.34442335
0,0,0.2773837
0,0,0.25609013
0,1,0.43079105
1,1,0.5534381
0,0,0.21240948
0,0,0.20976084
0,0,0.22785038
0,0,0.23642622
0,0,0.22784163
0,0,0.23130839
0,1,0.45495602
0,0,0.24294928
1,0,0.28071165
0,0,0.2403492
0,1,0.2937295
0,0,0.2396982
1,1,0.3371584
1,0,0.28258133
1,1,0.37516975
1,1,0.565187
1,1,0.49223387
0,0,0.20176613
0,0,0.20333385
0,0,0.26472124
1,0,0.22437589
1,1,0.3366861
0,0,0.2764127
1,1,0.6124474
0,0,0.225461
0,0,0.22841513
0,0,0.23634295
0,0,0.23886734
0,0,0.2517922
0,0,0.23327065
0,0,0.19742243
0,0,0.27092433
0,0,0.26775628
1,1,0.47456324
0,0,0.21188419
0,0,0.22167166
1,1,0.51462334
0,1,0.3006463
0,0,0.23168355
0,0,0.2712082
0,0,0.23343149
0,0,0.25778854
1,1,0.5820881
1,1,0.53540957
1,1,0.51266915
0,0,0.20729703
0,0,0.22591868
0,0,0.2302479
1,1,0.49391198
0,0,0.25742203
0,0,0.2734006
0,0,0.20667005
0,1,0.3134561
0,0,0.2594744
0,1,0.33811888
0,0,0.24129772
1,1,0.3127257
0,1,0.39439407
0,0,0.23041588
0,0,0.2900424
0,0,0.22103913
1,1,0.34197783
0,1,0.3747773
0,0,0.22464122
0,0,0.22068295
0,0,0.23317428
0,0,0.23001003
0,0,0.28634363
0,0,0.23355679
0,0,0.21472736
1,0,0.24135824
0,0,0.2748707
0,0,0.24838997
0,0,0.24755019
0,0,0.27375585
0,0,0.21925974
1,1,0.5768717
1,1,0.535454
0,1,0.31927836
0,1,0.31299806
0,1,0.29400072
1,0,0.2314574
0,0,0.2052198
0,0,0.22583789
0,1,0.32804447
0,0,0.286081
0,0,0.23155665
0,0,0.21366663
0,0,0.22150446
0,1,0.30944124
0,0,0.24467564
0,0,0.2364344
1,0,0.25379336
0,0,0.25668207
0,0,0.20783535
0,1,0.3312449
0,0,0.27233577
0,1,0.45766193
1,1,0.5583617
1,1,0.29225022
1,1,0.3766358
0,0,0.24215376
1,0,0.26690647
0,0,0.2429716
1,1,0.5252764
0,1,0.40069413
0,0,0.22054015
0,0,0.25426805
0,0,0.23409899
0,0,0.2715165
0,0,0.21409795
1,0,0.25965378
0,0,0.24448586
1,0,0.2901784
0,0,0.259048
0,0,0.2831325
0,0,0.25064716
0,0,0.1952996
0,0,0.2240662
1,0,0.28376314
0,0,0.26344332
1,0,0.28655154
0,0,0.25656354
1,1,0.5665542
1,1,0.5594
0,0,0.247118
0,0,0.24384108
0,0,0.28208795
0,1,0.30154237
0,0,0.2819481
0,0,0.23474988
0,0,0.21736164
1,1,0.5752412
0,0,0.21953928
1,1,0.37023064
1,0,0.25923982
1,1,0.3678475
1,1,0.5832481
0,0,0.2403434
0,0,0.21551964
1,1,0.57963353
0,0,0.22107518
0,0,0.23821016
0,0,0.22486429
0,0,0.27873224
1,1,0.57538915
0,0,0.1926365
0,0,0.21953635
1,1,0.54529995
0,0,0.2678427
1,1,0.54408294
0,0,0.20174117
0,1,0.31692648
0,0,0.24221306
0,0,0.21975142
0,1,0.30300242
0,0,0.21788938
0,0,0.2462314
0,1,0.36771256
0,0,0.21574764
0,0,0.23270394
0,0,0.20569976
0,0,0.28290096
0,0,0.1961501
1,0,0.28293395
0,0,0.21978931
0,0,0.25760102
0,0,0.26692146
0,1,0.2987933
0,0,0.26513794
0,1,0.37205327
0,0,0.24689573
0,1,0.33854944
1,0,0.23506787
0,0,0.23341265
0,0,0.24233747
0,0,0.22924079
1,1,0.4373216
0,0,0.22168548
0,1,0.3514521
0,0,0.25053805
1,1,0.32707337
1,0,0.24633597
0,0,0.29016435
0,0,0.27236727
1,0,0.2619299
0,0,0.2646482
0,1,0.3381924
0,0,0.22623552
0,1,0.2969349
0,0,0.26081392
0,0,0.25753358
0,0,0.21812236
0,0,0.2332706
1,0,0.24443816
0,0,0.24262047
1,1,0.33193624
1,0,0.2553083
0,1,0.30863076
0,0,0.27534765
0,1,0.327662
0,1,0.30750933
0,1,0.30669773
0,0,0.25945473
0,0,0.21262579
1,0,0.25509685
0,0,0.25866973
0,0,0.21654063
1,1,0.3881244
1,1,0.5914021
0,0,0.20552747
0,0,0.24590681
0,1,0.34117305
1,1,0.57190263
1,0,0.2451286
0,0,0.22557479
0,0,0.27185535
1,0,0.24798003
1,0,0.19899787
0,0,0.2271701
1,1,0.3288194
1,1,0.40127355
1,1,0.5595846
0,0,0.23027451
1,1,0.31068337
0,0,0.2557232
0,0,0.20413211
0,1,0.37304297
0,0,0.23146452
0,0,0.2415161
0,0,0.21320966
0,0,0.20601913
0,0,0.24754164
0,0,0.24513504
0,1,0.29421094
0,0,0.26003414
0,1,0.4391916
1,1,0.35857338
0,1,0.45111424
0,0,0.22673596
0,0,0.23080903
0,0,0.24763985
0,0,0.23603743
0,1,0.3324539
0,0,0.20972474
1,1,0.29563105
0,1,0.30241928
