true_label,pred_label,predict_proba
0,1,0.6550099849700928
0,0,0.0226033087819814
1,1,0.4052523076534271
0,0,0.0958267971873283
0,0,0.3307192921638489
1,1,0.4997161030769348
0,0,0.2683776915073395
0,0,0.3340283334255218
0,0,0.3185160458087921
0,0,0.2257804423570633
0,0,0.1457836478948593
0,0,0.1183590739965438
0,1,0.3906485736370086
0,0,0.0028937838505953
0,0,0.3798182308673858
0,0,0.3348525166511535
0,0,0.2496293485164642
0,0,0.1528474241495132
0,0,0.1657826155424118
0,0,0.0101543730124831
0,0,0.186516061425209
0,0,0.3340238630771637
0,0,7.846852236991637e-14
1,1,0.9350904822349548
0,0,0.1165097653865814
0,0,0.06300650537014
0,0,0.010517300106585
0,0,0.2320451438426971
0,0,0.2406440377235412
0,0,0.0031046809162944
0,0,0.215402290225029
1,0,0.3340238630771637
0,0,0.3340238630771637
0,0,0.323169082403183
1,1,0.403411328792572
0,0,0.3340238630771637
0,0,0.3340238630771637
0,0,0.1097918897867202
0,0,0.3349011838436126
1,0,0.2353346347808838
1,1,0.4267648756504059
1,1,0.8852927088737488
0,0,0.203909620642662
1,1,0.3817306458950043
0,0,0.0443203933537006
0,0,0.3648560047149658
0,0,0.1493459045886993
0,0,0.0162972267717123
0,0,0.1599969565868377
1,0,0.0320484675467014
0,0,0.0740591362118721
0,0,0.2095959782600402
0,0,0.0285978559404611
1,0,0.37285315990448
0,0,0.114754669368267
0,0,0.2318317294120788
0,0,0.3319520354270935
1,1,0.6168659329414368
0,0,0.0880217626690864
0,0,0.0699471309781074
0,1,0.4643818140029907
0,0,0.3723436295986175
1,1,0.3865063786506653
0,0,0.3340238630771637
1,1,0.4997503161430359
0,0,0.2620149254798889
0,0,0.0088978856801986
0,0,0.3644965887069702
0,0,0.0199621524661779
0,0,0.112938106060028
1,1,0.8973220586776733
1,1,0.6314027905464172
0,1,0.6966391801834106
0,0,0.1461864858865738
1,0,0.1092797368764877
0,0,0.2910793125629425
1,1,0.8787757754325867
1,1,0.881462574005127
0,0,0.2991522252559662
0,0,0.3765907287597656
1,0,0.2567939758300781
0,0,0.2775405645370483
1,0,0.2939018607139587
1,1,0.730576753616333
0,0,0.3285812139511108
0,0,0.3768028318881988
0,0,0.012889570556581
0,0,0.0612580105662345
0,0,0.1131889671087265
0,0,0.2051270455121994
0,1,0.397806316614151
1,0,0.2743553519248962
0,0,0.1721950769424438
0,0,0.3109548985958099
1,0,0.2081058025360107
0,1,0.9047310948371888
0,0,0.134559154510498
0,0,4.366237078556878e-07
0,0,0.0006413115770556
0,0,0.236399620771408
1,1,0.7726256251335144
0,0,0.0610516592860221
1,1,0.6760537028312683
0,0,0.084160529077053
0,0,0.3695268034934997
1,1,0.7895774245262146
0,0,0.262529969215393
0,0,0.1190780624747276
0,1,0.3967290818691253
1,1,0.9346027970314026
0,0,0.2275103032588958
0,0,0.1162952035665512
0,0,0.0735571756958961
0,0,0.1595411896705627
0,0,0.1001580953598022
0,0,0.2788505852222442
1,0,0.0844351276755333
0,0,0.1615992188453674
1,0,0.2849867939949035
0,0,0.3780839145183563
0,0,0.2716308832168579
0,0,0.3616244196891784
0,0,0.0226560477167367
0,0,0.0564054921269416
0,0,0.1294646859169006
1,1,0.4874067604541778
0,0,0.2935905158519745
1,1,0.539222776889801
1,0,0.1775394827127456
1,1,0.7211182713508606
0,0,0.0809098109602928
0,0,0.0326976664364337
0,0,0.1571025848388672
1,1,0.4086283445358276
0,0,0.2097798883914947
0,0,0.1016371920704841
1,1,0.5136958360671997
0,1,0.465845376253128
0,0,0.0664478838443756
1,0,0.3340238630771637
0,0,0.0587734133005142
0,0,0.1542259007692337
0,0,0.1039819940924644
0,0,0.0504911467432975
0,0,0.3795428574085235
0,0,0.350041776895523
0,0,0.0543027482926845
0,1,0.6435859203338623
0,0,0.3340238630771637
1,1,0.8282066583633423
1,0,0.1639806181192398
0,0,0.232722982764244
1,1,0.7361619472503662
0,0,0.1879811584949493
0,0,0.3340238630771637
0,0,0.0048884702846407
0,0,0.0268111806362867
0,0,0.2583962678909302
0,0,0.2584725022315979
1,0,0.3340238630771637
1,1,0.780247688293457
0,0,0.2128475755453109
0,0,0.0316597446799278
0,0,0.1062515154480934
1,0,0.0507858730852603
1,0,0.2255860418081283
1,0,0.3340238630771637
1,1,0.829670786857605
0,0,0.3162890672683716
0,0,0.1351008862257003
0,0,0.028478218242526
0,0,0.0691093951463699
0,0,0.0459080524742603
0,0,0.0101904002949595
1,0,0.3340238630771637
1,0,0.2874904274940491
1,0,0.3119620680809021
1,1,0.5610687136650085
1,0,0.3340238630771637
0,0,0.1923613250255584
1,1,0.7072348594665527
1,0,0.3258842825889587
1,0,0.2604604959487915
0,0,0.3303832113742828
0,1,0.3803978860378265
0,0,0.0769871845841407
0,0,0.0821786001324653
1,0,0.3340238630771637
0,1,0.4507322013378143
0,0,0.0502620115876197
0,0,0.3780839145183563
0,0,0.2005180418491363
0,0,0.3340238630771637
1,1,0.7419853806495667
1,1,0.597036600112915
0,0,0.2980602085590362
0,0,0.2639464139938354
0,0,0.1652941703796386
