Actual,Predicted,y_score
0,0,0.2670068
0,0,0.06243722
1,0,0.30441687
0,0,0.069496706
0,0,0.081011474
1,0,0.30409962
0,0,0.13602738
0,0,0.37036234
0,0,0.10487037
0,0,0.069701456
0,0,0.14111549
0,0,0.053423792
0,0,0.1499816
0,1,0.5472942
0,0,0.14539191
0,0,0.15312175
0,0,0.065160416
0,0,0.057841025
0,0,0.1447771
0,0,0.06805451
0,0,0.22054107
0,0,0.06732153
0,0,0.27648103
1,0,0.34553114
0,0,0.034376286
0,0,0.06698634
0,0,0.028418068
0,0,0.19797881
0,0,0.070967905
0,0,0.028165968
0,0,0.06801605
1,0,0.14218333
0,0,0.16400094
0,0,0.09676124
1,0,0.12905836
0,0,0.13255253
0,0,0.062230803
0,0,0.28313985
0,0,0.054817986
1,0,0.10935019
1,1,0.99924123
1,0,0.21478832
0,0,0.23615012
1,0,0.434343
0,0,0.38653964
0,0,0.13389136
0,0,0.16349918
0,0,0.026145222
0,0,0.22725543
1,1,0.8424568
0,0,0.26100266
0,0,0.12479156
0,0,0.08996916
1,0,0.16681813
0,0,0.115831435
0,0,0.06625246
0,0,0.29369906
1,0,0.24278796
0,0,0.03279748
0,0,0.3811749
0,0,0.12299201
0,0,0.081288055
1,1,0.9608322
0,0,0.18690085
1,1,0.9671164
0,0,0.047184065
0,0,0.019203383
0,0,0.040670387
0,0,0.059709534
0,0,0.037856486
1,1,0.59234726
1,0,0.22547069
0,0,0.11527029
0,0,0.32885256
1,0,0.41026953
0,0,0.046078768
1,1,0.9676087
1,0,0.22227664
0,0,0.033963755
0,0,0.18646634
1,0,0.30012894
0,0,0.07771667
1,0,0.124804534
1,0,0.32352307
0,0,0.16448401
0,0,0.12174696
0,0,0.035730857
0,0,0.037042014
0,0,0.04288982
0,0,0.04280412
0,0,0.17595193
1,0,0.35508543
0,0,0.045746654
0,0,0.04572251
1,1,0.9081211
0,0,0.21855019
0,0,0.1397991
0,0,0.032091666
0,0,0.015666015
0,0,0.14197952
1,0,0.33432385
0,0,0.048417214
1,1,0.5790337
0,0,0.030285994
0,0,0.093955085
1,0,0.2851843
0,0,0.07190795
0,0,0.37561098
0,0,0.09673074
1,1,0.9999173
0,0,0.030771464
0,0,0.027008798
0,0,0.36642203
0,0,0.014057209
0,0,0.040975932
0,0,0.15514407
1,0,0.027692722
0,0,0.36166084
1,0,0.23544765
0,0,0.20183328
0,0,0.12457201
0,0,0.2474662
0,0,0.03244794
0,0,0.10648196
0,0,0.045922335
1,0,0.1629319
0,0,0.22419415
1,0,0.22465724
1,1,0.74996984
1,0,0.3285914
0,0,0.058894295
0,0,0.21374755
0,0,0.064888135
1,0,0.2531653
0,0,0.30900484
0,0,0.021274962
1,0,0.122485004
0,0,0.14570504
0,0,0.025789354
1,0,0.0823723
0,0,0.066652685
0,0,0.12282958
0,0,0.21384414
0,0,0.060088836
0,0,0.100493036
0,0,0.303981
0,0,0.15258403
0,0,0.28801188
0,0,0.04705786
1,0,0.15464556
1,0,0.1880042
0,0,0.16978213
1,0,0.20244633
0,0,0.45518127
0,0,0.033781994
0,0,0.03623211
0,0,0.023456391
0,0,0.26305857
0,0,0.07842625
1,0,0.21205522
1,0,0.102539
0,0,0.10252597
0,0,0.15825905
0,0,0.32327685
1,0,0.19794343
1,0,0.1262274
1,0,0.18275212
1,0,0.45564646
0,0,0.0495346
0,0,0.018540516
0,0,0.164453
0,0,0.031489488
0,0,0.091425955
0,0,0.13669795
1,0,0.09817611
1,1,0.7164542
1,0,0.24656704
1,0,0.10643063
1,0,0.122359835
0,0,0.08154677
1,0,0.16784215
1,0,0.293396
1,0,0.10693771
0,0,0.097946905
0,0,0.019222021
0,0,0.21960649
0,0,0.035488244
1,0,0.18937337
0,0,0.03385756
0,0,0.112864226
0,0,0.26141566
0,0,0.11321954
0,0,0.21811849
1,0,0.24424382
1,0,0.1481921
0,0,0.016253868
0,0,0.2582034
0,0,0.035405893
0,0,0.040018182
1,1,0.9615929
0,0,0.020030983
0,0,0.04642947
0,0,0.26442105
0,0,0.06410848
0,0,0.026417878
0,0,0.041435152
0,0,0.22059947
0,0,0.013774543
0,0,0.116547436
0,0,0.019377893
0,0,0.031972535
0,0,0.13904423
0,0,0.29217246
0,0,0.14054845
0,0,0.2764821
0,0,0.03509461
0,0,0.18167561
0,0,0.067237705
0,0,0.19905885
0,0,0.013890035
0,0,0.23605838
1,0,0.045280747
0,0,0.18255147
0,0,0.024868574
1,0,0.04787311
0,0,0.49356395
0,0,0.020856014
0,1,0.5905607
1,1,0.9934988
0,0,0.062945984
0,0,0.005516035
1,0,0.29221398
0,0,0.10456962
0,0,0.054530036
1,0,0.27121353
0,0,0.041884802
1,0,0.41477156
1,1,0.9829832
0,0,0.03391717
0,0,0.117025696
1,0,0.47584856
0,0,0.112880945
1,0,0.30005458
0,0,0.037385393
0,0,0.040651124
0,0,0.056459352
0,0,0.39920887
1,1,0.5765364
0,0,0.16584173
0,0,0.09201625
1,0,0.29686615
1,0,0.11769112
0,0,0.011897155
0,0,0.02097429
0,0,0.03867644
0,0,0.025819603
0,0,0.0392857
0,0,0.037535578
0,0,0.017410839
0,0,0.03426797
0,0,0.28960967
1,0,0.2786272
0,0,0.017773746
0,0,0.09031513
0,0,0.084550135
1,0,0.17029023
0,0,0.029310303
0,0,0.017145986
0,0,0.018157275
0,0,0.1831969
0,1,0.6401883
0,0,0.23331363
0,0,0.12565866
1,0,0.40739086
0,0,0.043931305
0,0,0.005682177
1,0,0.2323541
0,0,0.03923955
0,0,0.15849164
0,0,0.016778408
1,1,0.8100999
1,0,0.047458827
1,0,0.27743638
1,0,0.25052932
0,0,0.13734286
0,0,0.032476258
1,0,0.22404215
0,0,0.048172083
1,0,0.25022832
0,0,0.0064167595
0,0,0.0531976
0,0,0.025490578
0,0,0.21672826
0,0,0.06664583
0,0,0.040099103
0,0,0.24490166
0,0,0.03541026
0,0,0.035512522
0,0,0.024517437
0,0,0.020606706
0,0,0.20193744
0,0,0.044198018
0,0,0.02742422
0,0,0.19527845
0,0,0.35090923
0,0,0.02847978
0,0,0.13653436
0,0,0.041749585
0,0,0.004034167
0,0,0.078415915
1,1,0.56502813
0,0,0.009218175
0,0,0.15665051
0,0,0.012238716
1,0,0.14299463
0,0,0.043312896
0,0,0.29848713
0,0,0.11559314
0,0,0.092404485
0,0,0.047565617
1,1,0.7946669
1,1,0.81378454
0,0,0.0846041
0,0,0.013123791
0,0,0.067333795
0,0,0.005446185
0,0,0.032476462
1,0,0.16202618
1,0,0.14834352
1,1,0.98252064
0,0,0.009576516
0,0,0.20693672
1,1,0.7375863
0,0,0.010212331
0,0,0.09989328
1,0,0.079468586
0,0,0.007932483
0,0,0.06445132
0,0,0.01769955
0,0,0.19792695
1,0,0.34674972
0,0,0.1449233
0,0,0.0342248
0,0,0.35144964
1,1,0.69672567
1,0,0.14237863
0,1,0.53061026
0,0,0.016290452
0,0,0.18220848
1,0,0.09937769
0,0,0.15180057
0,1,0.59315974
0,0,0.086276256
0,0,0.05431478
0,0,0.016504863
1,0,0.12699077
0,0,0.021094698
0,0,0.083507456
0,0,0.099670574
1,0,0.18914743
0,0,0.028959086
0,0,0.1032266
0,0,0.08535105
0,0,0.25053287
1,0,0.198988
1,0,0.36200795
1,0,0.20937456
1,1,0.872959
0,0,0.100942515
0,0,0.34077168
0,0,0.14764768
1,0,0.1506127
0,0,0.025082186
0,0,0.09242085
0,0,0.1896549
0,0,0.34990346
0,0,0.037330303
0,0,0.17527989
0,0,0.0060757287
0,0,0.040052436
0,0,0.07863801
0,0,0.025833493
0,0,0.20041667
0,0,0.0898952
0,0,0.018016545
0,1,0.6080624
0,0,0.10248231
0,0,0.46715367
1,1,0.9064235
1,0,0.18206298
0,0,0.02389506
0,0,0.06929964
0,0,0.027469454
1,1,0.993808
0,0,0.053729072
1,1,0.9877413
0,0,0.012289865
0,0,0.15499033
0,0,0.17460966
0,0,0.010893673
0,0,0.1362128
1,0,0.35422593
1,0,0.10479444
1,0,0.34521493
0,0,0.00558931
0,0,0.02354195
0,0,0.1115562
0,0,0.06727133
0,0,0.07670152
0,0,0.1864917
1,0,0.00308314
0,0,0.3127612
0,0,0.08138901
0,0,0.0041237413
0,0,0.046672553
0,0,0.20370592
1,0,0.40764755
1,0,0.18279286
0,0,0.05991537
0,0,0.068813376
0,0,0.010133122
0,0,0.23005548
0,0,0.070814386
0,0,0.16972007
0,0,0.04298002
0,0,0.061759207
0,0,0.038675062
0,0,0.03712685
0,0,0.003522797
0,0,0.14486223
1,0,0.31837776
0,0,0.13922736
0,0,0.06769595
1,0,0.11236808
0,0,0.021942819
0,0,0.08191858
1,0,0.13632976
0,0,0.20070821
0,0,0.0045033274
1,0,0.15378718
0,0,0.0036427618
1,0,0.29200992
1,0,0.03773959
0,0,0.05476435
0,0,0.005414468
0,0,0.06936711
1,1,0.99653983
1,1,0.72119284
0,0,0.21813054
0,0,0.095836304
1,0,0.2201999
1,1,0.7403865
0,0,0.21412152
1,0,0.38724554
0,0,0.075068
0,0,0.018362451
0,0,0.019773196
1,0,0.23980503
0,0,0.01758251
0,0,0.0017503334
0,0,0.13931715
1,0,0.15041903
0,0,0.1479385
0,0,0.01610576
0,0,0.13606645
0,0,0.018621752
0,0,0.008329053
1,0,0.07295862
0,0,0.018910244
0,0,0.19032934
0,0,0.16958869
0,0,0.018810648
1,1,0.99941313
0,0,0.09900875
0,0,0.014439417
0,0,0.45247772
1,0,0.12603581
0,0,0.08720008
0,0,0.4952684
1,1,0.99999994
0,0,0.011795993
0,0,0.15955997
0,0,0.08026879
0,0,0.023107788
0,0,0.08851105
1,0,0.0578966
1,1,0.9950053
0,0,0.15353888
0,0,0.013526974
1,0,0.24709335
1,0,0.49034983
0,0,0.3864461
0,0,0.024280023
0,0,0.047741573
0,0,0.007983333
0,0,0.021286828
0,0,0.032950334
1,0,0.12788053
0,0,0.079149
0,0,0.03295651
0,0,0.0078217825
0,0,0.2966977
1,1,0.99556684
0,0,0.1143244
0,0,0.14495744
0,0,0.008076365
0,0,0.19652021
1,0,0.12617749
0,0,0.054176543
0,0,0.021637414
0,0,0.008698945
0,0,0.015429405
1,0,0.08431245
1,0,0.10220492
1,0,0.075416945
1,0,0.07680954
0,0,0.18869664
1,0,0.039920077
0,0,0.22086571
1,1,0.6169175
0,0,0.048551764
1,0,0.35999027
1,0,0.120304435
0,0,0.015976511
1,0,0.23802292
0,0,0.015061087
0,0,0.00519236
1,1,0.50938714
0,0,0.025901536
1,0,0.10940824
0,0,0.043074638
0,0,0.015253227
0,0,0.032037757
0,0,0.0062012183
0,0,0.14250024
0,0,0.016268194
0,0,0.020374263
1,1,0.90971285
0,0,0.0822561
1,0,0.34134668
0,0,0.21101047
0,0,0.023317887
1,0,0.28094363
0,0,0.16518407
0,0,0.08676662
0,0,0.0014475356
0,0,0.09838674
1,0,0.13848895
0,0,0.015235969
0,0,0.024872346
0,1,0.8317915
0,0,0.025405115
1,0,0.19748557
1,1,0.9941874
0,0,0.050762706
0,0,0.102444954
1,0,0.006622105
1,0,0.3848734
0,0,0.013752581
0,0,0.00063123147
