Actual,Predicted,y_score
0,0,0.2251475
0,1,0.33152008
1,0,0.22444315
0,0,0.21260898
0,0,0.18509772
1,1,0.26871222
0,0,0.24666132
0,1,0.27288985
0,1,0.26472634
0,0,0.1648536
0,0,0.24928814
0,0,0.23121902
0,1,0.36607963
0,0,0.23678908
0,0,0.2121946
0,0,0.21352042
0,0,0.2347941
0,0,0.2427547
0,0,0.20453203
0,0,0.24536312
0,1,0.28508547
0,0,0.19303295
0,0,0.23215891
1,1,0.33290836
0,1,0.26813856
0,0,0.18393648
0,0,0.23560248
0,0,0.19743232
0,0,0.18305413
0,0,0.23320602
0,0,0.1853109
1,1,0.27917433
0,1,0.2588779
0,0,0.19057372
1,1,0.38464576
0,1,0.2580442
0,0,0.18595217
0,0,0.19481151
0,0,0.21920349
1,1,0.31023106
1,1,0.52185094
1,1,0.29603007
0,1,0.27163914
1,0,0.21332979
0,0,0.22546671
0,1,0.312089
0,1,0.25678834
0,0,0.23698805
0,0,0.19707575
1,1,0.4971086
0,1,0.2822729
0,1,0.2672701
0,0,0.2115517
1,1,0.26065665
0,0,0.2518019
0,0,0.22580852
0,1,0.2550484
1,1,0.31210563
0,0,0.22656181
0,0,0.19046554
0,1,0.29643387
0,0,0.2400184
1,1,0.4214788
0,1,0.27654344
1,1,0.4807134
0,1,0.39405006
0,0,0.23569478
0,0,0.2508028
0,0,0.23852545
0,0,0.19866313
1,1,0.3389211
1,0,0.24890652
0,1,0.4137954
0,0,0.24312644
1,1,0.25828558
0,0,0.19658707
1,1,0.49524474
1,1,0.28157833
0,0,0.19246899
0,0,0.21899116
1,1,0.29396105
0,1,0.29332244
1,1,0.26755437
1,1,0.30547655
0,1,0.3012019
0,0,0.22533755
0,0,0.22456287
0,0,0.2050814
0,0,0.20829824
0,0,0.21495168
0,1,0.30124938
1,1,0.276366
0,0,0.2071538
0,0,0.19869855
1,1,0.47753695
0,1,0.3172503
0,0,0.23420341
0,0,0.2128804
0,0,0.2511015
0,1,0.2653733
1,1,0.29680368
0,0,0.20296934
1,1,0.50054926
0,0,0.2286268
0,0,0.20913748
1,1,0.2603109
0,0,0.19108309
0,0,0.23009379
0,1,0.2834534
1,1,0.35744566
0,1,0.3034856
0,0,0.21958926
0,1,0.2643957
0,0,0.22444889
0,0,0.2116065
0,1,0.2862758
1,0,0.21187072
0,1,0.26881015
1,1,0.36043411
0,0,0.19488259
0,1,0.2983787
0,0,0.24907963
0,0,0.2203974
0,1,0.2812353
0,0,0.21277729
1,1,0.2693058
0,1,0.2665929
1,1,0.38346654
1,1,0.58790135
1,1,0.3004806
0,0,0.20421879
0,0,0.23856468
0,0,0.20076074
1,0,0.22295222
0,1,0.27051127
0,1,0.2739843
1,1,0.2760572
0,1,0.26400828
0,1,0.30225682
1,1,0.26932108
0,0,0.21841232
0,0,0.19470054
0,0,0.24403952
0,0,0.2191256
0,0,0.23910442
0,0,0.20732267
0,0,0.24245408
0,0,0.20996639
0,0,0.19658098
1,1,0.28505743
1,1,0.29773644
0,1,0.2752143
1,1,0.32277212
0,0,0.18432595
0,0,0.22240373
0,0,0.22526135
0,0,0.21853252
0,1,0.25532395
0,0,0.23473385
1,1,0.25734514
1,1,0.31344396
0,1,0.320126
0,1,0.26160854
0,0,0.24122849
1,1,0.30427197
1,1,0.32483304
1,1,0.26447693
1,1,0.26333433
0,0,0.2142548
0,1,0.30239213
0,1,0.34948072
0,0,0.23588565
0,1,0.50277233
0,0,0.20517573
1,1,0.3157906
1,1,0.57115644
1,1,0.27334803
1,1,0.29099318
1,1,0.27670142
0,1,0.25760132
1,0,0.19177352
1,1,0.26542428
1,1,0.2785284
0,0,0.22352803
0,0,0.23852897
0,1,0.27514657
0,0,0.20688836
1,1,0.27616322
0,1,0.31851834
0,0,0.22840717
0,0,0.18975109
0,1,0.32668304
0,1,0.27532834
1,1,0.2647046
1,1,0.31096098
0,0,0.22163184
0,0,0.22917797
0,0,0.21191859
0,0,0.20951831
1,1,0.5240292
0,1,0.26716864
0,0,0.1906272
0,0,0.20733063
0,0,0.21785027
0,0,0.22102605
0,1,0.32416672
0,1,0.307559
0,1,0.39689127
0,0,0.22527675
0,0,0.2153871
0,0,0.20878614
0,1,0.2726501
0,1,0.26767024
0,1,0.31189203
0,1,0.28385782
0,0,0.1977674
0,1,0.27501214
0,1,0.2711338
0,1,0.28134492
0,1,0.2893668
0,1,0.29776138
1,1,0.3467124
0,1,0.33269557
0,0,0.18841283
1,1,0.33439863
0,1,0.2910252
0,0,0.20051226
0,1,0.45475876
1,1,0.32303423
0,0,0.24045007
0,0,0.1878373
1,1,0.36113366
0,0,0.1928085
0,1,0.2607424
1,0,0.20596975
0,1,0.40043804
1,1,0.4152877
1,1,0.5537955
0,0,0.20864147
0,1,0.29151428
1,1,0.3671358
0,1,0.29726332
1,0,0.22856513
0,0,0.20238079
0,0,0.20248926
0,0,0.19808364
0,1,0.27300188
1,1,0.27272376
0,0,0.2349544
0,1,0.28172168
1,1,0.49854815
1,1,0.27668118
0,1,0.40384308
0,1,0.4408667
0,0,0.16563079
0,0,0.20418313
0,0,0.22834845
0,0,0.21967998
0,0,0.24186748
0,0,0.20858431
0,1,0.27512047
1,1,0.28892624
0,1,0.36364484
0,0,0.22891122
0,0,0.22806555
1,1,0.2580473
0,0,0.20630305
0,0,0.21267848
0,0,0.21684587
0,1,0.292918
0,1,0.43650874
0,0,0.24708246
0,0,0.23048747
1,1,0.29697418
0,0,0.22214083
0,1,0.29559886
1,0,0.2486879
0,0,0.19339392
0,1,0.28811082
0,0,0.2246497
1,1,0.50248027
1,0,0.21852602
1,1,0.36686715
1,1,0.25990403
0,0,0.21179278
0,0,0.18184668
1,1,0.41216552
0,0,0.19715072
1,1,0.25707066
0,0,0.20949402
0,0,0.23499998
0,0,0.20470735
0,1,0.3524968
0,0,0.2391019
0,0,0.22464499
0,1,0.3055211
0,0,0.21523184
0,0,0.2229562
0,1,0.44485655
0,0,0.2172745
0,0,0.2502683
0,0,0.25194237
0,0,0.19855243
0,1,0.28283885
0,1,0.36303404
0,0,0.24307376
0,1,0.2594818
0,0,0.22471705
0,1,0.2722583
0,0,0.20649114
1,1,0.5675058
0,0,0.21479635
0,0,0.23158613
0,0,0.19829524
1,1,0.29180366
0,1,0.2959226
0,1,0.34707433
0,0,0.23158976
0,1,0.25764543
0,1,0.30078006
1,1,0.5516083
1,1,0.56458735
0,0,0.22313322
0,0,0.20851088
0,0,0.19369909
0,0,0.24583784
0,0,0.19805938
1,1,0.4501247
1,1,0.37601963
1,1,0.5185883
0,1,0.25497454
0,1,0.2578239
1,1,0.40124196
0,0,0.2520156
0,0,0.2047946
1,1,0.27793536
0,1,0.28244826
0,0,0.21667832
0,0,0.21114048
0,0,0.2392952
1,1,0.2746624
0,1,0.2872637
0,0,0.21418408
0,1,0.27797762
1,1,0.49220306
1,0,0.23938915
0,1,0.41027245
0,0,0.21392027
0,1,0.33699295
1,1,0.2963921
0,1,0.2675403
0,0,0.22082783
0,1,0.2530782
0,0,0.21904644
0,0,0.22838908
1,1,0.26240617
0,0,0.22696757
0,1,0.27286938
0,1,0.2557518
1,1,0.29530767
0,0,0.18680044
0,0,0.25068498
0,0,0.24049675
0,0,0.2217689
1,1,0.2723315
1,1,0.3421543
1,1,0.2531667
1,1,0.5214251
0,0,0.19998972
0,0,0.23804882
0,1,0.27184346
1,0,0.24555747
0,0,0.22354046
0,0,0.24798572
0,1,0.29509914
0,1,0.33463982
0,0,0.22793575
0,1,0.2647193
0,1,0.2779233
0,0,0.21784472
0,0,0.2166814
0,0,0.2345902
0,0,0.23267178
0,1,0.2771783
0,0,0.20477264
0,1,0.29613876
0,0,0.2302854
0,1,0.28225353
1,1,0.3450772
1,1,0.3225314
0,0,0.2154419
0,0,0.20032765
0,0,0.23494898
1,1,0.56009346
0,1,0.29362792
1,1,0.53227156
0,0,0.21599181
0,1,0.26806185
0,1,0.29598197
0,0,0.20708153
0,1,0.25368327
1,1,0.37100157
1,1,0.4060392
1,1,0.32135987
0,0,0.22847381
0,0,0.18602507
0,0,0.18651113
0,1,0.26058117
0,1,0.2687845
0,0,0.24009599
1,0,0.24833219
0,1,0.4337957
0,0,0.24281783
0,1,0.2820007
0,0,0.16357253
0,1,0.36746812
1,1,0.39113745
1,1,0.5362176
0,1,0.28177518
0,0,0.22262582
0,0,0.20358951
0,1,0.29191446
0,0,0.2525753
0,0,0.24107374
0,0,0.21727672
